"id" "period" "season" "sum_space_free" "sum_broken" "sum_total" "mean_predict_day_spaces_free" "perc_slot_free" "perc_broken_bikes" "name" "lat" "long" "total_station_size" "average_dist_bus" "bus_stops" "average_dist_school" "num_schools" "num_hosp" "departments" "average_dist_hosp" "num_mall" "average_dist_mall" "numb_shops_mall" "surface_mall" "average_surface" "average_dist_sale" "num_sale" "max_surface_sale" "mean_surface_sale" "min_surface_sale" "tot_surface_sales" "average_dist_open_air_market" "num_open_air_market" "max_days_open" "min_days_open" "mean_days_open" "tot_days_open" "max_total_places" "min_total_places" "mean_total_places" "tot_total_places" "stat_zone" "TOTALE" "Totale.stranieri" "perc_stranieri" "use"
"66" 17 "afternoon" "spring" 876 11 1400 0.527677346873071 0.625714285714286 0.00785714285714286 "C. Commerciale I Portici" 45.12418 7.63204 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"67" 17 "afternoon" "summer" 635 24 940 0.623583940483612 0.675531914893617 0.025531914893617 "C. Commerciale I Portici" 45.12418 7.63204 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"68" 17 "morning" "winter" 541 4 890 0.482993568084551 0.607865168539326 0.00449438202247191 "C. Commerciale I Portici" 45.12418 7.63204 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"69" 18 "late" "autumn" 1343 13 2196 0.610518302958644 0.611566484517304 0.00591985428051002 "Cairoli" 45.058795 7.690355 18 232.22146311 13 0 0 0 0 0 0 0 0 0 0 313.543407069 3 1000 563 277 1690 0 0 0 0 0 0 0 0 0 0 "BORGO NUOVO" 5019 553 0.110181311018131 1
"70" 18 "late" "spring" 1620 28 2538 0.524897280716892 0.638297872340426 0.0110323089046493 "Cairoli" 45.058795 7.690355 18 232.22146311 13 0 0 0 0 0 0 0 0 0 0 313.543407069 3 1000 563 277 1690 0 0 0 0 0 0 0 0 0 0 "BORGO NUOVO" 5019 553 0.110181311018131 1
"71" 18 "early" "summer" 1293 15 1710 0.621787524887376 0.756140350877193 0.0087719298245614 "Cairoli" 45.058795 7.690355 18 232.22146311 13 0 0 0 0 0 0 0 0 0 0 313.543407069 3 1000 563 277 1690 0 0 0 0 0 0 0 0 0 0 "BORGO NUOVO" 5019 553 0.110181311018131 1
"72" 18 "early" "winter" 829 67 3150 0.482617561675006 0.263174603174603 0.0212698412698413 "Cairoli" 45.058795 7.690355 18 232.22146311 13 0 0 0 0 0 0 0 0 0 0 313.543407069 3 1000 563 277 1690 0 0 0 0 0 0 0 0 0 0 "BORGO NUOVO" 5019 553 0.110181311018131 0
"73" 19 "night" "autumn" 862 226 1577 0.606205755211683 0.546607482561826 0.143310082435003 "Carducci" 45.042565 7.6709 19 172.733663623 15 137.905989362 2 1 1 224.988935384 0 0 0 0 0 181.121946073 5 2950 845 276 4229 0 0 0 0 0 0 0 0 0 0 "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791 0
"74" 19 "night" "spring" 613 416 1786 0.521722685816941 0.343225083986562 0.232922732362822 "Carducci" 45.042565 7.6709 19 172.733663623 15 137.905989362 2 1 1 224.988935384 0 0 0 0 0 181.121946073 5 2950 845 276 4229 0 0 0 0 0 0 0 0 0 0 "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791 0
"75" 19 "night" "summer" 687 299 1330 0.621790300587345 0.516541353383459 0.224812030075188 "Carducci" 45.042565 7.6709 19 172.733663623 15 137.905989362 2 1 1 224.988935384 0 0 0 0 0 181.121946073 5 2950 845 276 4229 0 0 0 0 0 0 0 0 0 0 "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791 0
"76" 19 "night" "winter" 770 107 1767 0.482694406436763 0.435766836445954 0.0605546123372949 "Carducci" 45.042565 7.6709 19 172.733663623 15 137.905989362 2 1 1 224.988935384 0 0 0 0 0 181.121946073 5 2950 845 276 4229 0 0 0 0 0 0 0 0 0 0 "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791 0
"77" 20 "late" "autumn" 1422 216 1800 0.61063276757775 0.79 0.12 "Carlo Alberto" 45.068045 7.686665 15 259.748963605 18 251.035343335 10 0 0 0 0 0 0 0 0 272.314861889 30 2033 596 251 17893 247.089052415 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885 1
"78" 20 "late" "spring" 1652 129 2040 0.524269606603293 0.809803921568627 0.0632352941176471 "Carlo Alberto" 45.068045 7.686665 15 259.748963605 18 251.035343335 10 0 0 0 0 0 0 0 0 272.314861889 30 2033 596 251 17893 247.089052415 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885 1
"79" 20 "night" "summer" 686 220 1050 0.621790300587345 0.653333333333333 0.20952380952381 "Carlo Alberto" 45.068045 7.686665 15 259.748963605 18 251.035343335 10 0 0 0 0 0 0 0 0 272.314861889 30 2033 596 251 17893 247.089052415 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885 1
"80" 20 "late" "winter" 803 94 1350 0.482549176573471 0.594814814814815 0.0696296296296296 "Carlo Alberto" 45.068045 7.686665 15 259.748963605 18 251.035343335 10 0 0 0 0 0 0 0 0 272.314861889 30 2033 596 251 17893 247.089052415 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885 1
"81" 21 "morning" "autumn" 912 17 1494 0.607080585625875 0.610441767068273 0.0113788487282463 "Carrara" 45.069155 7.720385 18 215.266533473 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342.453696575 1 6 6 6 6 40 40 40 40 "MADONNA DEL PILONE" 2076 178 0.0857418111753372 1
"82" 21 "morning" "spring" 1154 22 1656 0.523383482513431 0.696859903381642 0.0132850241545894 "Carrara" 45.069155 7.720385 18 215.266533473 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342.453696575 1 6 6 6 6 40 40 40 40 "MADONNA DEL PILONE" 2076 178 0.0857418111753372 1
"83" 21 "morning" "summer" 744 28 1332 0.621245029620391 0.558558558558559 0.021021021021021 "Carrara" 45.069155 7.720385 18 215.266533473 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342.453696575 1 6 6 6 6 40 40 40 40 "MADONNA DEL PILONE" 2076 178 0.0857418111753372 0
"84" 21 "morning" "winter" 843 19 1602 0.482993568084551 0.526217228464419 0.0118601747815231 "Carrara" 45.069155 7.720385 18 215.266533473 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342.453696575 1 6 6 6 6 40 40 40 40 "MADONNA DEL PILONE" 2076 178 0.0857418111753372 1
"85" 22 "afternoon" "autumn" 1167 0 1242 0.59137567689661 0.939613526570048 0 "Castelfidardo" 45.068215 7.66238 27 233.398275877 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613 1
"86" 22 "evening" "spring" 2046 992 3402 0.518849214779296 0.601410934744268 0.291593180482069 "Castelfidardo" 45.068215 7.66238 27 233.398275877 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613 1
"87" 22 "evening" "summer" 347 670 1107 0.619564762512491 0.313459801264679 0.605239385727191 "Castelfidardo" 45.068215 7.66238 27 233.398275877 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613 0
"88" 22 "afternoon" "winter" 2125 33 2403 0.482661379426187 0.884311277569705 0.0137328339575531 "Castelfidardo" 45.068215 7.66238 27 233.398275877 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613 1
"89" 23 "late" "autumn" 1595 155 1952 0.610518302958644 0.817110655737705 0.079405737704918 "Castello 1" 45.07142 7.688095 16 265.516738337 10 157.081912981 8 0 0 0 0 0 0 0 0 300.75927703 9 900 404 251 3643 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"90" 23 "late" "spring" 1547 182 2176 0.524269606603293 0.7109375 0.0836397058823529 "Castello 1" 45.07142 7.688095 16 265.516738337 10 157.081912981 8 0 0 0 0 0 0 0 0 300.75927703 9 900 404 251 3643 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"91" 23 "late" "summer" 1138 59 1424 0.622393215884212 0.799157303370786 0.0414325842696629 "Castello 1" 45.07142 7.688095 16 265.516738337 10 157.081912981 8 0 0 0 0 0 0 0 0 300.75927703 9 900 404 251 3643 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"92" 23 "late" "winter" 813 54 1456 0.482710443608148 0.558379120879121 0.0370879120879121 "Castello 1" 45.07142 7.688095 16 265.516738337 10 157.081912981 8 0 0 0 0 0 0 0 0 300.75927703 9 900 404 251 3643 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"93" 24 "late" "autumn" 2066 321 2562 0.610518302958644 0.8064012490242 0.125292740046838 "Castello 2" 45.070125 7.686495 21 242.484548943 13 35.2467179719 8 0 0 0 0 0 0 0 0 239.362765049 27 2033 608 251 16420 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"94" 24 "late" "spring" 2332 88 2856 0.524269606603293 0.816526610644258 0.030812324929972 "Castello 2" 45.070125 7.686495 21 242.484548943 13 35.2467179719 8 0 0 0 0 0 0 0 0 239.362765049 27 2033 608 251 16420 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"95" 24 "late" "summer" 1506 128 1848 0.622473188708695 0.814935064935065 0.0692640692640693 "Castello 2" 45.070125 7.686495 21 242.484548943 13 35.2467179719 8 0 0 0 0 0 0 0 0 239.362765049 27 2033 608 251 16420 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"96" 24 "late" "winter" 1335 123 1911 0.482710443608148 0.698587127158556 0.0643642072213501 "Castello 2" 45.070125 7.686495 21 242.484548943 13 35.2467179719 8 0 0 0 0 0 0 0 0 239.362765049 27 2033 608 251 16420 0 0 0 0 0 0 0 0 0 0 "PALAZZO REALE" 125 3 0.024 1
"97" 25 "night" "autumn" 969 39 1162 0.606205755211683 0.833907056798623 0.0335628227194492 "Cernaia" 45.072645 7.67026 14 226.4590258 19 236.517106612 6 0 0 0 0 0 0 0 0 208.811492089 6 395 313 260 1880 228.416161722 1 6 6 6 6 115 115 115 115 "COMANDI MILITARI" 5157 310 0.0601124684894318 1
"98" 25 "night" "spring" 948 115 1302 0.522307534108689 0.728110599078341 0.0883256528417819 "Cernaia" 45.072645 7.67026 14 226.4590258 19 236.517106612 6 0 0 0 0 0 0 0 0 208.811492089 6 395 313 260 1880 228.416161722 1 6 6 6 6 115 115 115 115 "COMANDI MILITARI" 5157 310 0.0601124684894318 1
"99" 25 "night" "summer" 821 29 966 0.621694964035268 0.849896480331263 0.0300207039337474 "Cernaia" 45.072645 7.67026 14 226.4590258 19 236.517106612 6 0 0 0 0 0 0 0 0 208.811492089 6 395 313 260 1880 228.416161722 1 6 6 6 6 115 115 115 115 "COMANDI MILITARI" 5157 310 0.0601124684894318 1
"100" 25 "night" "winter" 929 13 1316 0.482942647941988 0.705927051671733 0.00987841945288754 "Cernaia" 45.072645 7.67026 14 226.4590258 19 236.517106612 6 0 0 0 0 0 0 0 0 208.811492089 6 395 313 260 1880 228.416161722 1 6 6 6 6 115 115 115 115 "COMANDI MILITARI" 5157 310 0.0601124684894318 1
"101" 26 "late" "autumn" 236 205 610 0.610518302958644 0.386885245901639 0.336065573770492 "Certosa / P.le Avis" 45.08412 7.57563 5 204.67906546 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"102" 26 "afternoon" "spring" 230 299 700 0.527677346873071 0.328571428571429 0.427142857142857 "Certosa / P.le Avis" 45.08412 7.57563 5 204.67906546 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"103" 26 "late" "summer" 252 95 460 0.622372908700386 0.547826086956522 0.206521739130435 "Certosa / P.le Avis" 45.08412 7.57563 5 204.67906546 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"104" 26 "late" "winter" 114 282 455 0.482710443608148 0.250549450549451 0.61978021978022 "Certosa / P.le Avis" 45.08412 7.57563 5 204.67906546 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"105" 27 "morning" "autumn" 354 233 1245 0.607080585625875 0.28433734939759 0.18714859437751 "Cimitero Monumentale" 45.078835 7.701395 15 185.473276202 9 0 0 0 0 0 0 0 0 0 0 349.38600226 2 2500 1507 514 3014 0 0 0 0 0 0 0 0 0 0 "CIMITERO GENERALE" 905 203 0.224309392265193 0
"106" 27 "morning" "spring" 462 354 1380 0.523383482513431 0.334782608695652 0.256521739130435 "Cimitero Monumentale" 45.078835 7.701395 15 185.473276202 9 0 0 0 0 0 0 0 0 0 0 349.38600226 2 2500 1507 514 3014 0 0 0 0 0 0 0 0 0 0 "CIMITERO GENERALE" 905 203 0.224309392265193 0
"107" 27 "afternoon" "summer" 612 480 1440 0.623679641591615 0.425 0.333333333333333 "Cimitero Monumentale" 45.078835 7.701395 15 185.473276202 9 0 0 0 0 0 0 0 0 0 0 349.38600226 2 2500 1507 514 3014 0 0 0 0 0 0 0 0 0 0 "CIMITERO GENERALE" 905 203 0.224309392265193 0
"108" 27 "afternoon" "winter" 586 57 1335 0.482661379426187 0.438951310861423 0.0426966292134831 "Cimitero Monumentale" 45.078835 7.701395 15 185.473276202 9 0 0 0 0 0 0 0 0 0 0 349.38600226 2 2500 1507 514 3014 0 0 0 0 0 0 0 0 0 0 "CIMITERO GENERALE" 905 203 0.224309392265193 0
"109" 28 "late" "autumn" 696 913 1708 0.610518302958644 0.407494145199063 0.534543325526932 "CLN" 45.06609 7.682205 14 241.157576345 9 0 0 0 0 0 1 62.6274634107 25 8424 8424 210.162733001 39 4878 666 284 25993 0 0 0 0 0 0 0 0 0 0 "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105 0
"110" 28 "late" "spring" 1013 772 1946 0.524869029732315 0.520554984583762 0.396711202466598 "CLN" 45.06609 7.682205 14 241.157576345 9 0 0 0 0 0 1 62.6274634107 25 8424 8424 210.162733001 39 4878 666 284 25993 0 0 0 0 0 0 0 0 0 0 "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105 0
"111" 28 "late" "summer" 834 127 1120 0.623372681756093 0.744642857142857 0.113392857142857 "CLN" 45.06609 7.682205 14 241.157576345 9 0 0 0 0 0 1 62.6274634107 25 8424 8424 210.162733001 39 4878 666 284 25993 0 0 0 0 0 0 0 0 0 0 "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105 1
"112" 28 "late" "winter" 319 729 1246 0.483083532789447 0.256019261637239 0.585072231139647 "CLN" 45.06609 7.682205 14 241.157576345 9 0 0 0 0 0 1 62.6274634107 25 8424 8424 210.162733001 39 4878 666 284 25993 0 0 0 0 0 0 0 0 0 0 "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105 0
"113" 29 "morning" "autumn" 512 88 830 0.607080585625875 0.616867469879518 0.106024096385542 "Concordia" 45.1169 7.623 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"114" 29 "morning" "spring" 469 166 920 0.523383482513431 0.509782608695652 0.180434782608696 "Concordia" 45.1169 7.623 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"115" 29 "morning" "summer" 506 46 740 0.621245029620391 0.683783783783784 0.0621621621621622 "Concordia" 45.1169 7.623 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"116" 29 "morning" "winter" 465 167 890 0.482993568084551 0.52247191011236 0.187640449438202 "Concordia" 45.1169 7.623 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"117" 30 "afternoon" "autumn" 1612 42 1890 0.611873671304472 0.852910052910053 0.0222222222222222 "Consolata" 45.07579 7.678 15 185.593523294 11 236.739126675 6 0 0 0 0 0 0 0 0 248.929516775 8 596 398 297 3185 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"118" 30 "afternoon" "spring" 1380 323 2115 0.527846828538404 0.652482269503546 0.152718676122931 "Consolata" 45.07579 7.678 15 185.593523294 11 236.739126675 6 0 0 0 0 0 0 0 0 248.929516775 8 596 398 297 3185 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"119" 30 "afternoon" "summer" 974 86 1395 0.62311149648042 0.698207885304659 0.0616487455197133 "Consolata" 45.07579 7.678 15 185.593523294 11 236.739126675 6 0 0 0 0 0 0 0 0 248.929516775 8 596 398 297 3185 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"120" 30 "afternoon" "winter" 893 178 1335 0.482661379426187 0.668913857677903 0.133333333333333 "Consolata" 45.07579 7.678 15 185.593523294 11 236.739126675 6 0 0 0 0 0 0 0 0 248.929516775 8 596 398 297 3185 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"121" 31 "morning" "autumn" 734 23 830 0.607080585625875 0.88433734939759 0.027710843373494 "Corso Garibaldi" 45.1278 7.63579 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"122" 31 "evening" "spring" 707 52 1360 0.521925585900987 0.519852941176471 0.0382352941176471 "Corso Garibaldi" 45.1278 7.63579 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"123" 31 "afternoon" "summer" 781 3 940 0.623583940483612 0.830851063829787 0.00319148936170213 "Corso Garibaldi" 45.1278 7.63579 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"124" 31 "morning" "winter" 647 36 890 0.482993568084551 0.726966292134831 0.0404494382022472 "Corso Garibaldi" 45.1278 7.63579 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"125" 32 "afternoon" "autumn" 1371 142 1778 0.611840585116314 0.771091113610799 0.0798650168728909 "Corte d`Appello" 45.0744 7.67885 14 223.942920494 12 218.359744255 6 0 0 0 0 0 0 0 0 176.530044093 7 472 382 297 2677 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"126" 32 "morning" "spring" 1047 15 1288 0.523383482513431 0.812888198757764 0.0116459627329193 "Corte d`Appello" 45.0744 7.67885 14 223.942920494 12 218.359744255 6 0 0 0 0 0 0 0 0 176.530044093 7 472 382 297 2677 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"127" 32 "afternoon" "summer" 999 88 1316 0.623427397869716 0.759118541033435 0.0668693009118541 "Corte d`Appello" 45.0744 7.67885 14 223.942920494 12 218.359744255 6 0 0 0 0 0 0 0 0 176.530044093 7 472 382 297 2677 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"128" 32 "evening" "winter" 1714 163 2450 0.482633229547383 0.699591836734694 0.066530612244898 "Corte d`Appello" 45.0744 7.67885 14 223.942920494 12 218.359744255 6 0 0 0 0 0 0 0 0 176.530044093 7 472 382 297 2677 0 0 0 0 0 0 0 0 0 0 "MUNICIPIO" 9777 1716 0.175513961337834 1
"129" 33 "early" "autumn" 741 170 1110 0.601385342262394 0.667567567567568 0.153153153153153 "Dalla Chiesa / Pastrengo" 45.07764 7.58082 10 127.829470886 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"130" 33 "afternoon" "spring" 704 335 1390 0.527706895458012 0.506474820143885 0.241007194244604 "Dalla Chiesa / Pastrengo" 45.07764 7.58082 10 127.829470886 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"131" 33 "morning" "summer" 477 114 750 0.621184435719497 0.636 0.152 "Dalla Chiesa / Pastrengo" 45.07764 7.58082 10 127.829470886 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 1
"132" 33 "afternoon" "winter" 311 202 890 0.482661379426187 0.349438202247191 0.226966292134831 "Dalla Chiesa / Pastrengo" 45.07764 7.58082 10 127.829470886 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0
"133" 34 "morning" "autumn" 483 8 738 0.606786519247275 0.654471544715447 0.010840108401084 "Dante" 45.04764 7.67267 9 143.036278469 9 225.720938178 2 0 0 0 0 0 0 0 0 167.184594073 8 980 455 258 3643 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"134" 34 "morning" "spring" 462 11 828 0.523383482513431 0.557971014492754 0.0132850241545894 "Dante" 45.04764 7.67267 9 143.036278469 9 225.720938178 2 0 0 0 0 0 0 0 0 167.184594073 8 980 455 258 3643 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"135" 34 "morning" "summer" 443 20 666 0.621245029620391 0.665165165165165 0.03003003003003 "Dante" 45.04764 7.67267 9 143.036278469 9 225.720938178 2 0 0 0 0 0 0 0 0 167.184594073 8 980 455 258 3643 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"136" 34 "afternoon" "winter" 354 27 801 0.482661379426187 0.441947565543071 0.0337078651685393 "Dante" 45.04764 7.67267 9 143.036278469 9 225.720938178 2 0 0 0 0 0 0 0 0 167.184594073 8 980 455 258 3643 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 0
"137" 35 "afternoon" "autumn" 1309 27 1778 0.611840585116314 0.736220472440945 0.015185601799775 "De Amicis" 45.046765 7.67303 14 160.815707213 11 265.610564262 4 1 1 322.274958341 0 0 0 0 0 195.669919241 10 980 435 258 4356 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"138" 35 "morning" "spring" 865 31 1288 0.523383482513431 0.671583850931677 0.0240683229813665 "De Amicis" 45.046765 7.67303 14 160.815707213 11 265.610564262 4 1 1 322.274958341 0 0 0 0 0 195.669919241 10 980 435 258 4356 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"139" 35 "morning" "summer" 797 33 1036 0.621245029620391 0.769305019305019 0.0318532818532819 "De Amicis" 45.046765 7.67303 14 160.815707213 11 265.610564262 4 1 1 322.274958341 0 0 0 0 0 195.669919241 10 980 435 258 4356 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"140" 35 "afternoon" "winter" 754 22 1218 0.482532209620742 0.619047619047619 0.0180623973727422 "De Amicis" 45.046765 7.67303 14 160.815707213 11 265.610564262 4 1 1 322.274958341 0 0 0 0 0 195.669919241 10 980 435 258 4356 0 0 0 0 0 0 0 0 0 0 "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624 1
"141" 36 "morning" "autumn" 969 15 1328 0.607080585625875 0.729668674698795 0.0112951807228916 "De Gasperi" 45.05709 7.66125 16 273.375534055 10 114.407876806 2 0 0 0 0 0 0 0 0 190.243317947 5 1200 752 331 3762 0 0 0 0 0 0 0 0 0 0 "CROCETTA" 13191 1276 0.0967326207262527 1
"142" 36 "morning" "spring" 994 165 1472 0.523383482513431 0.675271739130435 0.112092391304348 "De Gasperi" 45.05709 7.66125 16 273.375534055 10 114.407876806 2 0 0 0 0 0 0 0 0 190.243317947 5 1200 752 331 3762 0 0 0 0 0 0 0 0 0 0 "CROCETTA" 13191 1276 0.0967326207262527 1
"143" 36 "morning" "summer" 872 62 1184 0.621245029620391 0.736486486486487 0.0523648648648649 "De Gasperi" 45.05709 7.66125 16 273.375534055 10 114.407876806 2 0 0 0 0 0 0 0 0 190.243317947 5 1200 752 331 3762 0 0 0 0 0 0 0 0 0 0 "CROCETTA" 13191 1276 0.0967326207262527 1
"144" 36 "morning" "winter" 1047 80 1424 0.482993568084551 0.735252808988764 0.0561797752808989 "De Gasperi" 45.05709 7.66125 16 273.375534055 10 114.407876806 2 0 0 0 0 0 0 0 0 190.243317947 5 1200 752 331 3762 0 0 0 0 0 0 0 0 0 0 "CROCETTA" 13191 1276 0.0967326207262527 1
"145" 37 "morning" "autumn" 469 201 1245 0.607080585625875 0.376706827309237 0.16144578313253 "Dora Firenze" 45.07945 7.689225 15 229.758101181 17 339.535721077 2 0 0 0 0 0 0 0 0 226.696379495 2 305 289 273 578 0 0 0 0 0 0 0 0 0 0 "ROSSINI" 6410 948 0.14789391575663 0
"146" 37 "morning" "spring" 610 69 1380 0.523383482513431 0.442028985507246 0.05 "Dora Firenze" 45.07945 7.689225 15 229.758101181 17 339.535721077 2 0 0 0 0 0 0 0 0 226.696379495 2 305 289 273 578 0 0 0 0 0 0 0 0 0 0 "ROSSINI" 6410 948 0.14789391575663 0
"147" 37 "morning" "summer" 545 112 1110 0.621245029620391 0.490990990990991 0.100900900900901 "Dora Firenze" 45.07945 7.689225 15 229.758101181 17 339.535721077 2 0 0 0 0 0 0 0 0 226.696379495 2 305 289 273 578 0 0 0 0 0 0 0 0 0 0 "ROSSINI" 6410 948 0.14789391575663 0
"148" 37 "morning" "winter" 484 37 1320 0.48276729573886 0.366666666666667 0.028030303030303 "Dora Firenze" 45.07945 7.689225 15 229.758101181 17 339.535721077 2 0 0 0 0 0 0 0 0 226.696379495 2 305 289 273 578 0 0 0 0 0 0 0 0 0 0 "ROSSINI" 6410 948 0.14789391575663 0
"149" 38 "night" "autumn" 567 120 1494 0.606205755211683 0.379518072289157 0.0803212851405622 "Dora Siena 1" 45.074885 7.70223 18 266.065793217 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "GASOMETRO" 2314 495 0.213915298184961 0
