,stop_id,stop_lat,stop_lon
2148,51612008,45.02605,7.657210000000001
2150,51635005,45.01404,7.65773
2151,51637007,45.07711,7.65643
2153,51644005,45.05441,7.657089999999999
2154,51649006,45.08122,7.656510000000001
2155,51657006,45.094770000000004,7.656460000000001
2156,51670005,45.081140000000005,7.657189999999999
2157,51701005,45.08278,7.658689999999999
2158,51720010,45.06913,7.65913
2160,51742005,45.04954,7.66127
2161,51777003,45.050709999999995,7.66222
2163,51841004,45.0117,7.66558
2164,51868009,45.01021,7.66688
2165,51872007,45.06451,7.66598
2166,51886005,45.00909,7.667789999999999
2168,51951003,45.056999999999995,7.6693
2170,51979003,45.08747,7.669689999999999
2171,51981002,45.077090000000005,7.67033
2172,51994002,45.043659999999996,7.671710000000001
2173,52008002,45.09131,7.67052
2174,52170002,45.0536,7.67995
2175,52240002,45.05442,7.6845
2176,52259003,45.07945,7.685230000000001
2177,52279003,45.08915,7.687410000000001
2178,52307005,45.02162,7.62021
2179,52321003,45.074290000000005,7.6905
2180,52322003,45.08717,7.69039
2181,52362003,45.06248,7.693739999999999
2183,52396003,45.09469,7.69469
2184,52396004,45.0948,7.695460000000001
2185,52423002,45.10586,7.69636
2187,52484004,45.08019,7.70012
2189,52536003,45.08685,7.7049199999999995
2190,52536004,45.08664,7.704860000000001
2197,52692002,45.09279,7.71431
2198,52714001,45.0945,7.71604
2200,52728001,45.06883,7.71732
2201,52730001,45.048320000000004,7.71835
2202,52754002,45.053020000000004,7.7210399999999995
2206,52143002,45.098690000000005,7.67766
2208,52146003,45.06284,7.6788300000000005
2209,52159002,45.078379999999996,7.67899
2210,52175002,45.04612,7.68041
2212,52194003,45.088,7.6802399999999995
2213,52207004,45.073570000000004,7.68163
2214,52209004,45.0618,7.68164
2215,52237003,45.03451,7.68469
2216,52261004,45.0336,7.68688
2217,52314003,45.0771,7.689989999999999
2218,52316004,45.05277,7.690760000000001
2219,52348003,45.077259999999995,7.69262
2220,52351003,45.10759,7.6921
2222,52372004,45.08631,7.69378
2223,52394004,45.10282,7.694889999999999
2225,52430003,45.097840000000005,7.697369999999999
2226,52441002,45.06211,7.6988
2228,52480004,45.101259999999996,7.69981
2229,52488003,45.05389,7.701110000000001
2230,52495004,45.10199,7.701010000000001
2231,52500003,45.060959999999994,7.702319999999999
2232,52509004,45.104820000000004,7.70172
2233,52519003,45.065059999999995,7.703710000000001
2234,52526004,45.076370000000004,7.6667
2236,52537003,45.059940000000005,7.70552
2237,51568008,45.04167,7.654319999999999
2238,51572006,45.09809,7.65322
2239,51586007,45.07602,7.65417
2240,51611005,45.06215,7.655689999999999
2242,51669007,45.06143,7.65758
2243,51707005,45.01547,7.66062
2246,51758004,45.046440000000004,7.6618699999999995
2247,51767005,45.10845,7.66055
2250,51818008,45.10852,7.66257
2252,51887004,45.079640000000005,7.6661600000000005
2253,51926003,45.05686,7.66869
2254,51983004,45.10074,7.67005
2255,51996007,45.03376,7.67213
2256,52066002,45.07156,7.674639999999999
2257,52070004,45.05348,7.6753100000000005
2258,52105004,45.057829999999996,7.6771199999999995
2259,52113004,45.06947,7.67708
2260,52122003,45.02944,7.678039999999999
2261,52149002,45.05233,7.679289999999999
2262,52181004,45.06375,7.67899
2263,52193004,45.106609999999996,7.679819999999999
2264,52198004,45.03935,7.681710000000001
2265,52250003,45.00718,7.68652
2266,52292002,45.088809999999995,7.6875
2267,52301003,45.08432,7.68854
2268,52221003,45.069520000000004,7.682230000000001
2269,52221004,45.069320000000005,7.68204
2270,52222002,45.0771,7.68215
2271,52230003,45.09876,7.68235
2272,52236003,45.011309999999995,7.6851199999999995
2273,52266003,45.104079999999996,7.685860000000001
2274,52274004,45.06395,7.687130000000001
2275,52321004,45.074670000000005,7.6902800000000004
2276,52324002,45.075340000000004,7.69067
2277,52329001,45.05089,7.6917100000000005
2278,52341004,45.07114,7.6925
2279,52344002,45.09548,7.69185
2280,52355003,45.09083,7.692769999999999
2282,52390003,45.054790000000004,7.6957
2285,52427002,45.0667,7.6977199999999995
2286,52467003,45.09852,7.69875
2287,52521003,45.09473,7.70328
2288,52541002,45.07184,7.70556
2289,52543003,45.09652,7.70517
2294,52591003,45.08825,7.708480000000001
2295,52592004,45.06695,7.7091199999999995
2296,52602004,45.05323,7.709960000000001
2299,52659004,45.063990000000004,7.7129199999999996
2300,51881004,45.017790000000005,7.667260000000001
2301,51953003,45.03978,7.669989999999999
2302,51955008,45.07419,7.6684600000000005
2303,51968003,45.03022,7.67068
2304,51977002,45.05953,7.670260000000001
2305,52002002,45.06261,7.67148
2306,52040002,45.04446,7.67353
2307,52089003,45.09373,7.6751
2308,52091003,45.072309999999995,7.67524
2309,52141004,45.0923,7.67679
2310,52182003,45.10716,7.67932
2311,52229003,45.077020000000005,7.68295
2312,52264004,45.084509999999995,7.686210000000001
2313,52280003,45.05955,7.687530000000001
2314,52287003,45.07007,7.6875
2315,52326002,45.08036,7.69067
2316,52329002,45.050990000000006,7.691560000000001
2317,52331003,45.03441,7.6923
2318,52345003,45.076609999999995,7.692410000000001
2319,52352003,45.07517,7.69297
2320,52370004,45.047259999999994,7.6944
2321,52446003,45.06194,7.698639999999999
2322,52447003,45.07695,7.69843
2323,52449003,45.10913,7.69767
2324,52450003,45.08347,7.69787
2325,52475004,45.041990000000006,7.7006
2326,52484003,45.08011,7.70032
2327,52504003,45.091440000000006,7.701689999999999
2328,52515004,45.09601,7.701560000000001
2331,52475003,45.04214,7.70067
2332,52502003,45.04072,7.702889999999999
2333,52508002,45.077709999999996,7.70229
2334,52511005,45.07093,7.65619
2335,52556002,45.040890000000005,7.70748
2336,52586003,45.0933,7.708080000000001
2338,52628003,45.09165,7.71053
2341,52678003,45.06827,7.71398
2342,52708001,45.06057,7.71623
2344,52735002,45.05205,7.71863
2345,52766001,45.02349,7.722689999999999
2346,52772002,45.04213,7.72233
2348,52826002,45.05277,7.727860000000001
2349,52827001,45.0044,7.72912
2350,52858001,45.07509,7.73038
2351,52895001,45.08587,7.733410000000001
2352,52906002,45.07912,7.73602
2385,53565001,45.00456,7.596480000000001
2391,53766001,45.07808,7.64985
2392,53791001,45.06811,7.55185
2395,52618003,45.0973,7.70972
2396,52631004,45.09397,7.71058
2397,52695003,45.093790000000006,7.714519999999999
2398,52749002,45.05733,7.72047
2399,52751001,45.069179999999996,7.720389999999999
2400,52755001,45.043,7.72107
2402,52777001,45.06678,7.7207300000000005
2404,52813001,45.0554,7.726369999999999
2408,52888001,45.07842,7.73285
2410,52914001,45.10119,7.736510000000001
2411,52940001,45.07411,7.7405
2427,51173006,45.10348,7.636089999999999
2428,51227014,45.03018,7.6398600000000005
2429,51242006,45.064609999999995,7.64019
2430,51286007,45.03443,7.6429800000000006
2431,51301004,45.018609999999995,7.64407
2432,51305005,45.01895,7.6442
2433,51383006,45.10589,7.645389999999999
2434,51424011,45.073479999999996,7.647460000000001
2436,51458007,45.00936,7.650589999999999
2437,51478005,45.06525,7.649719999999999
2438,51513009,45.01897,7.611330000000001
2439,51528008,45.01975,7.64438
2440,51534006,45.07593,7.65205
2441,51542010,45.08807,7.6520600000000005
2443,51601007,45.07932,7.65468
2444,51606007,45.059490000000004,7.6555
2448,51688004,45.04396,7.658980000000001
2452,51744005,45.07611,7.66061
2454,51780007,45.1093,7.6611
2456,51829004,45.07867,7.6637
2457,51860005,45.04978,7.6653899999999995
2458,51861004,45.04958,7.6654100000000005
2459,51871004,45.10501,7.66475
2460,51878006,45.05883,7.66633
2462,51970002,45.08149,7.669569999999999
2463,51978003,45.08063,7.73107
2464,51996005,45.033809999999995,7.67243
2465,52002004,45.062509999999996,7.67117
2466,52007002,45.0557,7.67225
2467,52013002,45.06769,7.671589999999999
2468,52038003,45.06203,7.673080000000001
