"Anno";"CodiceIstatComune";"Comune";"DenominazioneCentro";"IndirizzoCentroCommerciale";"NumeroCivico";"NumeroEsercizidiVicinatosettoreAlimentarenelCentro";"NumeroEsercizidiVicinatosettoreNonalimentareNelcentro";"NumeroEsercizidiVicinatosettoreMistonelCentro";"NumeroTotaleesercizidiVicinatonelCentro";"SuperficieEsercizidiVicinatosettoreAlimentarenelCentro";"SuperficieEsercizidiVicinatosettoreNonalimentareNelcentro";"SuperficieEsercizidiVicinatosettoreMistonelCentro";"SuperficietotaleEsercizidiVicinatonelCentro";"NumeroMediestruttureSettorealimentareNelcentro";"NumeroMediestruttureSettorenonAlimentarenelCentro";"NumeroMediestruttureSettoremistoNelCentro";"NumerototalemedieStrutturenelCentro";"SuperficieMediestruttureSettorealimentareNelcentro";"SuperficieMediestruttureSettorenonAlimentarenelCentro";"SuperficieMediestruttureSettoremistoNelCentro";"SuperficietotaleMediestrutturenelCentro";"NumeroGrandistruttureSettorealimentareNelcentro";"NumeroGrandistruttureSettorenonAlimentarenelCentro";"NumeroGrandistruttureSettoremistoNelCentro";"NumerototalegrandistrutturenelCentro";"SuperficieGrandistruttureSettorealimentareNelcentro";"SuperficieGrandistruttureSettorenonAlimentarenelCentro";"SuperficieGrandistruttureSettoremistoNelCentro";"SuperficietotaleGrandistrutturenelCentro";"Numerototalestrutturesettorealimentare";"NumeroTotalestrutturesettorenonAlimentarenelCentro";"Numerototalestrutturesettoremisto";"NumeroTotalestrutturedelCentro";"SuperficietotaleStrutturesettorealimentarenelCentro";"SuperficietotaleStrutturesettoreNonalimentarenelCentro";"SuperficietotaleStrutturesettoreMistonelCentro";"SuperficietotaleStrutturedelCentro";"NumeroBarNelcentro";"NumeroRistorantinelCentro";"NumeroEdicolenelCentro";"NumeroRivenditegeneriDiMonopolionelCentro";"NumeroFarmacienelCentro";"NumeroDistributoridiCarburantenelCentro";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"GATTICO GAUDENZIO CENTRO COMMERCIALE";"VIA SEMPIONE";"154";"0";"2";"0";"2";"0";"280";"0";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"280";"0";"280";"0";"0";"0";"0";"0";"0";""
"2014";" 002133 ";"SANTHIA'";"CENTRO POLIFUNZIONALE IPPARCO";"VIA FERRARIS";"21/A";"0";"5";"0";"5";"0";"141";"0";"141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1800";"1800";"0";"5";"1";"6";"0";"141";"1800";"1941";"1";"1";"0";"0";"0";"0";""
"2014";" 003119 ";"PISANO";"CENTRO COMMERCIALE LE CAMELIE";"VIA CIRCONVALLAZIONE";"17";"1";"2";"0";"3";"65";"140";"0";"205";"0";"3";"1";"4";"0";"975";"1300";"2275";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"1";"7";"65";"1115";"1300";"2480";"0";"1";"0";"1";"1";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"PORTA SAN MARTINO";"VIA NOVARA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2024";"0";"2024";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2024";"0";"2024";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 3 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"8";"0";"1499";"0";"1499";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"8";"0";"1499";"0";"1499";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 7 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"6";"0";"6";"0";"681";"0";"681";"0";"4";"0";"4";"0";"699";"0";"699";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"0";"1380";"0";"1380";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"HOLLYVOOD";"VIA SEMPIONE";"181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"1970";"0";"1970";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"1970";"0";"1970";"1";"0";"0";"0";"0";"0";""
"2014";" 002148 ";"TRINO";"CENTRO COMMERCIALE COOP";"C.SO G. FERRARIS";"3";"0";"1";"0";"1";"0";"23";"0";"23";"0";"0";"1";"1";"0";"0";"1100";"1100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"23";"1100";"1123";"1";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"IMMOBILIARE VALSESIANA";"VIA NOVARA/VIA A. PROLO";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1050";"0";"1050";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1050";"0";"1050";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"D PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"3";"0";"3";"0";"279";"0";"279";"0";"4";"0";"4";"0";"988";"0";"988";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1267";"0";"1267";"1";"0";"0";"0";"0";"0";""
"2014";" 003106 ";"NOVARA";"Centro Commerciale ""Novara Est""";"C.SO TRIESTE";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1100";"1700";"2800";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1100";"1700";"2800";"1";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"REMO SRL";"VIA SEMPIONE LOCALITA' TRE STRADE";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"268";"0";"268";"0";"0";"1";"1";"0";"0";"4498";"4498";"0";"1";"1";"2";"0";"268";"4498";"4766";"0";"1";"1";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 6 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"3";"0";"3";"0";"299";"0";"299";"0";"3";"0";"3";"0";"1189";"0";"1189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"0";"1488";"0";"1488";"0";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"BENNET BUILDING 2";"VIA NOVARA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2400";"0";"2400";"0";"1";"0";"1";"0";"2400";"0";"2400";"0";"0";"0";"0";"0";"0";""
"2014";" 003143 ";"SUNO";"IL RISPARMIONE";"VIA BORGOMANERO";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"0";"1398";"399";"1797";"0";"1";"0";"1";"0";"7680";"0";"7680";"0";"4";"1";"5";"0";"9078";"399";"9477";"1";"0";"0";"1";"0";"0";""
"2014";" 003154 ";"VARALLO POMBIA";"VARALLO";"LOCALITA' MIRABELLA S. S. TICINESE 32";"";"0";"13";"1";"14";"0";"753";"38";"791";"0";"3";"0";"3";"0";"1682";"0";"1682";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"16";"2";"18";"0";"2435";"4538";"6973";"1";"1";"1";"1";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 8 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1498";"0";"1498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1498";"0";"1498";"0";"0";"0";"0";"0";"0";""
"2014";" 005005 ";"ASTI";"DIMAR SPA";"C.so Venezia, Via Bialera, Via Pisa";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2260";"0";"2260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2260";"0";"2260";"0";"0";"0";"0";"0";"0";""
"2014";" 004003 ";"ALBA";"ALBA CENTER";"C.SO ASTI";"24";"0";"15";"0";"15";"0";"1140";"0";"1140";"0";"2";"0";"2";"0";"1820";"0";"1820";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"17";"1";"18";"0";"2960";"4500";"7460";"1";"1";"0";"0";"0";"0";""
"2014";" 004062 ";"CERESOLE ALBA";"ROERO";"PIAZZALE DEI CILIEGI";"7";"0";"3";"0";"3";"0";"143";"0";"143";"0";"0";"1";"1";"0";"0";"609";"609";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"0";"143";"609";"752";"1";"0";"0";"0";"0";"0";""
"2014";" 005017 ";"CANELLI";"ORTOBRA SUPERFRESCHI";"VIALE ITALIA";"105";"0";"3";"0";"3";"0";"257";"0";"257";"0";"0";"1";"1";"0";"0";"970";"970";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"0";"257";"970";"1227";"0";"0";"0";"0";"0";"0";""
"2014";" 006014 ";"BELFORTE MONFERRATO";"CENTRO COMMERCIALE BELFORTE";"VIA MOLINO";"1";"0";"8";"0";"8";"0";"790";"0";"790";"0";"1";"0";"1";"0";"450";"0";"450";"0";"0";"1";"1";"0";"0";"4760";"4760";"0";"9";"1";"10";"0";"1240";"4760";"6000";"1";"1";"1";"0";"0";"0";""
"2014";" 004130 ";"MONDOVI'";"SHOPPING CENTER MONDOVICINO (COMPARTO 5/A)";"PIAZZA CEREA";"15";"0";"36";"2";"38";"0";"3470";"85";"3555";"0";"4";"0";"4";"0";"2684";"0";"2684";"0";"0";"1";"1";"0";"0";"5500";"5500";"0";"40";"3";"43";"0";"6154";"5585";"11739";"3";"2";"0";"1";"0";"0";""
"2014";" 005025 ";"CASTELL'ALFERO";"CENTRO COMMERCIO LA PREALPINA";"VIA STATALE";"27/I";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1530";"0";"1530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1530";"0";"1530";"0";"0";"0";"0";"0";"0";""
"2014";" 006039 ";"CASALE MONFERRATO";"CENTRO COMMERCIALE ""LA CITTADELLA""";"VIA MADRE TERESA DI CALCUTTA";"1";"0";"41";"2";"43";"0";"3392";"184";"3576";"0";"6";"0";"6";"0";"4319";"0";"4319";"0";"0";"1";"1";"0";"0";"4475";"4475";"0";"47";"3";"50";"0";"7711";"4659";"12370";"4";"2";"0";"0";"0";"1";""
"2014";" 005059 ";"ISOLA D'ASTI";"I BRICCHI";"LOCALITA' PRATOBOSCHIERO";"4";"3";"8";"1";"12";"289";"717";"84";"1090";"0";"4";"0";"4";"0";"2275";"0";"2275";"0";"1";"1";"2";"0";"1950";"4500";"6450";"3";"13";"2";"18";"289";"4942";"4584";"9815";"1";"1";"1";"0";"0";"0";""
"2014";" 005005 ";"ASTI";"NOVACOOP S.C.A.R.L.";"VIA MONTI";"2";"0";"4";"0";"4";"0";"287";"0";"287";"0";"0";"1";"1";"0";"0";"1600";"1600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"5";"0";"287";"1600";"1887";"1";"0";"1";"0";"0";"0";""
"2014";" 006114 ";"NOVI LIGURE";"NOVI CENTER";"VIA DELLE VETRERIE";"1";"1";"20";"1";"22";"2";"2522";"50";"2574";"0";"3";"0";"3";"0";"1547";"0";"1547";"0";"0";"1";"1";"0";"0";"4500";"4500";"1";"23";"2";"26";"2";"4069";"4550";"8621";"2";"0";"1";"1";"0";"0";""
"2014";" 006075 ";"FRUGAROLO";"CITTA' DELLA MODA";"S.S. 35 BIS DEI GIOVI KM.19";"";"0";"2";"0";"2";"0";"160";"0";"160";"0";"7";"0";"7";"0";"4148";"0";"4148";"0";"1";"0";"1";"0";"3999";"0";"3999";"0";"10";"0";"10";"0";"8307";"0";"8307";"1";"0";"0";"0";"0";"0";""
"2014";" 005005 ";"ASTI";"BORGO 2 SRL";"C.so Casale";"319";"0";"26";"0";"26";"0";"1818";"0";"1818";"0";"6";"0";"6";"0";"6818";"0";"6818";"0";"1";"1";"2";"0";"2700";"4500";"7200";"0";"33";"1";"34";"0";"11336";"4500";"15836";"3";"2";"1";"0";"0";"0";""
"2014";" 006009 ";"ARQUATA SCRIVIA";"AREA EX JUTA (LOTTO 14)";"VIA ROMA";"";"2";"3";"0";"5";"193";"363";"0";"556";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"5";"193";"363";"0";"556";"0";"1";"0";"0";"0";"0";""
"2014";" 006174 ";"TORTONA";"GS";"VIA POSTUMIA";"S.N.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"300";"2121";"2421";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"300";"2121";"2421";"1";"0";"0";"0";"0";"0";""
"2014";" 006160 ";"SERRAVALLE SCRIVIA";"SERRAVALLE RETAIL PARK TWO SRL";"VIA NOVI";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"3360";"0";"3360";"0";"2";"0";"2";"0";"6113";"0";"6113";"0";"6";"0";"6";"0";"9473";"0";"9473";"1";"0";"1";"0";"0";"0";""
"2014";" 006003 ";"ALESSANDRIA";"PACTO";"SPALTO MARENGO";"44";"4";"11";"1";"16";"172";"819";"20";"1011";"0";"1";"1";"2";"0";"310";"1098";"1408";"0";"0";"0";"0";"0";"0";"0";"0";"4";"12";"2";"18";"172";"1129";"1118";"2419";"2";"0";"1";"1";"1";"0";""
"2014";" 096004 ";"BIELLA";"CENTRO COMMERCIALE GLI ORSI BLOCCO A";"VIALE DOMENICO MODUGNO";"3/A";"0";"41";"0";"41";"0";"3716";"0";"3716";"0";"1";"0";"1";"0";"440";"0";"440";"0";"0";"1";"1";"0";"0";"7500";"7500";"0";"42";"1";"43";"0";"4156";"7500";"11656";"2";"2";"1";"0";"0";"0";""
"2014";" 006114 ";"NOVI LIGURE";"GALLERIA IN CENTRO";"CORSO ROMUALDO MARENCO";"73";"0";"8";"0";"8";"0";"485";"0";"485";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"8";"0";"485";"0";"485";"1";"0";"0";"0";"0";"0";""
"2014";" 103025 ";"CREVOLADOSSOLA";"CDL ILLUMINAZIONE SNC DI MORELLI RICCARDO E C";"VIA SEMPIONE";"156";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"451";"0";"451";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"451";"0";"451";"0";"0";"0";"0";"0";"0";""
"2014";" 006039 ";"CASALE MONFERRATO";"CENTRO COMMERCIALE COOP";"PIAZZA ALDO MORO";"5";"2";"4";"1";"7";"108";"232";"83";"423";"0";"0";"1";"1";"0";"0";"1495";"1495";"0";"0";"0";"0";"0";"0";"0";"0";"2";"4";"2";"8";"108";"232";"1578";"1918";"1";"0";"0";"0";"0";"0";""
"2014";" 006121 ";"OVADA";"BENNET S.P.A.";"VIA DUCHESSA DI GALLIERA";"2";"0";"1";"0";"1";"0";"233";"0";"233";"0";"0";"1";"1";"0";"0";"1948";"1948";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"233";"1948";"2181";"1";"0";"0";"0";"0";"0";""
"2014";" 096004 ";"BIELLA";"IMMOBILIARE FRIULI S.A.S.";"Via Milano";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"908";"822";"1730";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"908";"822";"1730";"0";"0";"0";"0";"0";"0";""
"2014";" 006177 ";"VALENZA";"NOVA COOP SOCIETA' COOPERATIVA";"Viale Cellini - Regione Cappuccini - Zona T9";"185";"0";"2";"0";"2";"0";"291";"0";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"4490";"4490";"0";"2";"1";"3";"0";"291";"4490";"4781";"1";"1";"1";"0";"0";"0";""
"2014";" 096032 ";"MASSERANO";"CENTRO ACQUISTI SAN GIACOMO DI MASSERANO";"VIA REPUBBLICA";"26";"0";"8";"1";"9";"0";"712";"58";"770";"0";"5";"2";"7";"0";"3478";"1700";"5178";"0";"1";"0";"1";"0";"2800";"0";"2800";"0";"14";"3";"17";"0";"6990";"1758";"8748";"1";"1";"0";"0";"0";"0";""
"2014";" 004067 ";"CHERASCO";"BORGO AURORA DI GARESIO SPORT SNC";"VIA SAVIGLIANO";"38";"0";"4";"0";"4";"0";"465";"0";"465";"0";"2";"0";"2";"0";"436";"0";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"0";"901";"0";"901";"0";"0";"0";"0";"0";"0";""
"2014";" 004212 ";"SANTA VITTORIA D'ALBA";"Roero Retail Park";"Via Gorreto";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1500";"0";"1500";"0";"2";"0";"2";"0";"4450";"0";"4450";"0";"4";"0";"4";"0";"5950";"0";"5950";"0";"1";"0";"0";"0";"0";""
"2014";" 006160 ";"SERRAVALLE SCRIVIA";"SERRAVALLE RETAIL PARK ONE SRL";"VIA NOVI";"33-35";"0";"3";"0";"3";"0";"180";"0";"180";"0";"5";"0";"5";"0";"4270";"0";"4270";"0";"3";"0";"3";"0";"8200";"0";"8200";"0";"11";"0";"11";"0";"12650";"0";"12650";"0";"0";"0";"0";"0";"0";""
"2014";" 006174 ";"TORTONA";"CENTRO COMMERCIALE OASI";"STRADA PROVINCIALE PER VIGUZZOLO";"2";"1";"20";"0";"21";"5";"1670";"0";"1675";"0";"5";"0";"5";"0";"4770";"0";"4770";"0";"0";"1";"1";"0";"0";"5000";"5000";"1";"25";"1";"27";"5";"6440";"5000";"11445";"2";"1";"1";"1";"1";"0";""
"2014";" 004025 ";"BORGO SAN DALMAZZO";"BORGO MERCATO";"VIA CUNEO";"80";"0";"19";"1";"20";"0";"1054";"54";"1108";"0";"1";"0";"1";"0";"1600";"0";"1600";"0";"0";"1";"1";"0";"0";"3960";"3960";"0";"20";"2";"22";"0";"2654";"4014";"6668";"1";"1";"1";"1";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 15 PARCO COMMERCIALE URBANO DI VICOLUNGO";"PIAZZA SANTA RITA";"";"0";"1";"0";"1";"0";"133";"0";"133";"0";"3";"0";"3";"0";"588";"0";"588";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"721";"0";"721";"1";"0";"0";"0";"0";"0";""
"2014";" 004096 ";"GENOLA";"M.BUSINESS SRL";"VIA G.MARCONI";"90";"0";"2";"0";"2";"0";"183";"0";"183";"0";"1";"0";"1";"0";"1201";"0";"1201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"1384";"0";"1384";"0";"0";"0";"0";"0";"0";""
"2014";" 004078 ";"CUNEO";"GRAND'A SEQUENZIALE";"VIA GUIDO MARTINO";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"4543";"0";"4543";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"4543";"0";"4543";"0";"0";"0";"0";"0";"0";""
"2014";" 004096 ";"GENOLA";"LA GRANDA";"VIA GARETTA";"8/A";"2";"1";"0";"3";"151";"10";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"3";"151";"10";"0";"161";"0";"1";"0";"1";"0";"0";""
"2014";" 004096 ";"GENOLA";"EUROFUTURO";"Via Frassinetto";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"4350";"0";"4350";"0";"2";"0";"2";"0";"4350";"0";"4350";"0";"0";"0";"0";"0";"0";""
"2014";" 005005 ";"ASTI";"SOCIETA' IMMOBILIARE COMMERCIALE SRL";"C.SO ALESSANDRIA";"328/330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"1972";"0";"1972";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"1972";"0";"1972";"1";"0";"0";"0";"0";"0";""
"2014";" 004096 ";"GENOLA";"WALLFLOR S.N.C.";"VIA FRASSINETTO";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"985";"0";"985";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"985";"0";"985";"0";"0";"0";"0";"0";"0";""
"2014";" 005017 ";"CANELLI";"IL CASTELLO SHOPPING CENTER";"VIA TESTORE";"1";"0";"6";"0";"6";"0";"461";"0";"461";"0";"3";"0";"3";"0";"1519";"0";"1519";"0";"0";"1";"1";"0";"0";"3295";"3295";"0";"9";"1";"10";"0";"1980";"3295";"5275";"1";"1";"1";"1";"1";"0";""
"2014";" 004212 ";"SANTA VITTORIA D'ALBA";"M. SESSANTANOVE SRL (MERCATONE UNO)";"Via Statale";"187";"0";"1";"0";"1";"0";"150";"0";"150";"0";"1";"0";"1";"0";"1349";"0";"1349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1499";"0";"1499";"0";"0";"0";"0";"0";"0";""
"2014";" 004029 ";"BRA";"DIMAR SPA";"VIA DON ORIONE";"45";"1";"13";"0";"14";"30";"1169";"0";"1199";"0";"1";"0";"1";"0";"834";"0";"834";"0";"0";"1";"1";"0";"0";"4250";"4250";"1";"14";"1";"16";"30";"2003";"4250";"6283";"1";"1";"0";"1";"0";"0";""
"2014";" 004078 ";"CUNEO";"AUCHAN SEQUENZIALE";"VIA MARGARITA";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"4890";"0";"4890";"0";"1";"0";"1";"0";"2700";"0";"2700";"0";"3";"0";"3";"0";"7590";"0";"7590";"0";"0";"0";"0";"0";"0";""
"2014";" 005080 ";"NIZZA MONFERRATO";"LA FORNACE";"STRADA CANELLI";"10";"0";"12";"0";"12";"0";"1055";"0";"1055";"0";"1";"0";"1";"0";"988";"0";"988";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"13";"1";"14";"0";"2043";"4500";"6543";"1";"0";"1";"1";"0";"0";""
"2014";" 004078 ";"CUNEO";"CENTRO COMMERCIALE SEQUENZIALE ALTIPIANO";"VIA CASCINA COLOMBARO";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"5070";"0";"5070";"0";"2";"0";"2";"0";"5070";"0";"5070";"0";"0";"0";"0";"0";"0";""
"2014";" 005005 ";"ASTI";"BILLA AKTIENGESELLSCHAFT";"C.SO CASALE";"316";"1";"0";"0";"1";"89";"0";"0";"89";"0";"0";"1";"1";"0";"0";"754";"754";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"89";"0";"754";"843";"0";"0";"0";"0";"0";"0";""
"2014";" 004096 ";"GENOLA";"FITALY";"VIA MONVISO";"5";"0";"1";"0";"1";"0";"140";"0";"140";"0";"1";"0";"1";"0";"390";"0";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"530";"0";"530";"0";"0";"0";"0";"0";"0";""
"2014";" 006001 ";"ACQUI TERME";"NEGRI CARLO LEGNAMI SAS";"STRADALE SAVONA";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2493";"0";"2493";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2493";"0";"2493";"0";"0";"0";"0";"0";"0";""
"2014";" 006174 ";"TORTONA";"PROGETTI E RESIDENZE SRL";"VIA GIANI";"17";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"719";"0";"0";"719";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"719";"0";"0";"719";"0";"0";"0";"0";"0";"0";""
"2014";" 004163 ";"PEVERAGNO";"Casa Bisalta";"Via San Giorgio";"34";"0";"1";"0";"1";"0";"51";"0";"51";"0";"0";"1";"1";"0";"0";"916";"916";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"51";"916";"967";"0";"0";"0";"0";"0";"0";""
"2014";" 005017 ";"CANELLI";"E.M.C. S.R.L.";"PIAZZA GANCIA";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"758";"0";"758";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"758";"0";"758";"0";"0";"0";"0";"0";"0";""
"2014";" 006001 ";"ACQUI TERME";"MARGHERITA SPA";"VIA ROMITA ANG. VIA ROSSELLI";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1806";"1806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1806";"1806";"0";"0";"0";"0";"0";"0";""
"2014";" 006003 ";"ALESSANDRIA";"HABITAREA SRL";"VIALE MASSOBRIO / ANG. VIA SCLAVO";"SNC";"1";"0";"0";"1";"235";"0";"0";"235";"0";"1";"1";"2";"0";"305";"899";"1204";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"3";"235";"305";"899";"1439";"0";"0";"0";"0";"0";"0";""
"2014";" 006174 ";"TORTONA";"TOPMAR SRL";"VIA MARIO SILLA";"5/B";"2";"0";"2";"4";"40";"0";"290";"330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"4";"40";"0";"290";"330";"1";"0";"0";"1";"0";"0";""
"2014";" 006009 ";"ARQUATA SCRIVIA";"AREA EX JUTA (LOTTO 13)";"VIA ROMA";"";"1";"1";"1";"3";"63";"63";"63";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"3";"63";"63";"63";"189";"0";"0";"0";"0";"0";"0";""
"2014";" 006009 ";"ARQUATA SCRIVIA";"MICRO S.R.L.";"VIA ROMA (AREA EX JUTA)";"";"0";"1";"0";"1";"0";"88";"0";"88";"0";"0";"1";"1";"0";"0";"721";"721";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"88";"721";"809";"1";"0";"0";"0";"0";"0";""
"2014";" 006174 ";"TORTONA";"LUGANO LEONARDO SRL";"STRADA STATALE PER VOGHERA";"S.N.";"0";"9";"0";"9";"0";"1395";"0";"1395";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"9";"0";"1395";"0";"1395";"0";"0";"0";"0";"0";"0";""
"2014";" 006043 ";"CASSINE";"PIAZZETTA DEGLI AROMATICI";"CORSO COLOMBO";"";"0";"2";"0";"2";"0";"108";"0";"108";"0";"0";"1";"1";"0";"0";"499";"499";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"3";"0";"108";"499";"607";"0";"0";"0";"0";"0";"0";""
