"Anno";"CodiceIstatComune";"Comune";"DenominazioneCentro";"IndirizzoCentroCommerciale";"NumeroCivico";"NumeroEsercizidiVicinatosettoreAlimentarenelCentro";"NumeroEsercizidiVicinatosettoreNonalimentareNelcentro";"NumeroEsercizidiVicinatosettoreMistonelCentro";"NumeroTotaleesercizidiVicinatonelCentro";"SuperficieEsercizidiVicinatosettoreAlimentarenelCentro";"SuperficieEsercizidiVicinatosettoreNonalimentareNelcentro";"SuperficieEsercizidiVicinatosettoreMistonelCentro";"SuperficietotaleEsercizidiVicinatonelCentro";"NumeroMediestruttureSettorealimentareNelcentro";"NumeroMediestruttureSettorenonAlimentarenelCentro";"NumeroMediestruttureSettoremistoNelCentro";"NumerototalemedieStrutturenelCentro";"SuperficieMediestruttureSettorealimentareNelcentro";"SuperficieMediestruttureSettorenonAlimentarenelCentro";"SuperficieMediestruttureSettoremistoNelCentro";"SuperficietotaleMediestrutturenelCentro";"NumeroGrandistruttureSettorealimentareNelcentro";"NumeroGrandistruttureSettorenonAlimentarenelCentro";"NumeroGrandistruttureSettoremistoNelCentro";"NumerototalegrandistrutturenelCentro";"SuperficieGrandistruttureSettorealimentareNelcentro";"SuperficieGrandistruttureSettorenonAlimentarenelCentro";"SuperficieGrandistruttureSettoremistoNelCentro";"SuperficietotaleGrandistrutturenelCentro";"Numerototalestrutturesettorealimentare";"NumeroTotalestrutturesettorenonAlimentarenelCentro";"Numerototalestrutturesettoremisto";"NumeroTotalestrutturedelCentro";"SuperficietotaleStrutturesettorealimentarenelCentro";"SuperficietotaleStrutturesettoreNonalimentarenelCentro";"SuperficietotaleStrutturesettoreMistonelCentro";"SuperficietotaleStrutturedelCentro";"NumeroBarNelcentro";"NumeroRistorantinelCentro";"NumeroEdicolenelCentro";"NumeroRivenditegeneriDiMonopolionelCentro";"NumeroFarmacienelCentro";"NumeroDistributoridiCarburantenelCentro";""
"2014";" 001272 ";"TORINO";"CENTRO COMMERCIALE PORTA NUOVA";"CORSO VITTORIO EMANUELE II";"53";"1";"19";"4";"24";"20";"1435";"80";"1535";"0";"0";"1";"1";"0";"0";"900";"900";"0";"0";"0";"0";"0";"0";"0";"0";"1";"19";"5";"25";"20";"1435";"980";"2435";"5";"1";"4";"2";"1";"0";""
"2014";" 001214 ";"RIVALTA DI TORINO";"COMPARTO 1";"VIA TORINO";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"0";"1";"1";"0";"0";"4500";"4500";"1";"0";"1";"0";"0";"0";""
"2014";" 001249 ";"SAN MAURO TORINESE";"IL PORTALE";"VIA AOSTA";"16";"0";"8";"1";"9";"0";"446";"109";"555";"0";"0";"1";"1";"0";"0";"1584";"1584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"2";"10";"0";"446";"1693";"2139";"1";"0";"0";"1";"0";"0";""
"2014";" 001272 ";"TORINO";"AUCHAN";"CORSO ROMANIA";"460";"2";"25";"2";"29";"72";"1753";"94";"1919";"0";"2";"0";"2";"0";"1226";"0";"1226";"0";"0";"1";"1";"0";"0";"8990";"8990";"2";"27";"3";"32";"72";"2979";"9084";"12135";"3";"2";"1";"1";"0";"0";""
"2014";" 001222 ";"ROLETTO";"IT.EL 2000 SAS DI CAMUSSO ROBERTA";"VIA TORINO";"13-gen";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1241";"257";"1498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1241";"257";"1498";"1";"0";"0";"0";"0";"0";""
"2014";" 001265 ";"SETTIMO TORINESE";"CENA";"VIA CENA";"8";"4";"1";"0";"5";"232";"45";"0";"277";"0";"0";"1";"1";"0";"0";"336";"336";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"1";"6";"232";"45";"336";"613";"1";"0";"0";"0";"0";"0";""
"2014";" 001315 ";"VOLVERA";"PARCO COMMERCIALE VOLVERA";"VIALE EUROPA UNITA";"12";"0";"4";"0";"4";"0";"158";"0";"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"158";"0";"158";"1";"0";"0";"0";"0";"0";""
"2014";" 002133 ";"SANTHIA'";"EMILIA MARKET";"C.SO S. IGNAZIO";"115";"1";"0";"0";"1";"58";"0";"0";"58";"0";"0";"1";"1";"0";"0";"720";"720";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"58";"0";"720";"778";"0";"0";"0";"0";"0";"0";""
"2014";" 002158 ";"VERCELLI";"ARBI SPA";"C.SO A. DI QUAREGNA";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"318";"770";"1088";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"318";"770";"1088";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"BENNET SPA";"VIA SEMPIONE";"SNC";"0";"8";"0";"8";"0";"480";"0";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"4499";"4499";"0";"8";"1";"9";"0";"480";"4499";"4979";"1";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"IM.COM. SRL - BRICO CENTER";"VIA SEMPIONE - LOCALITA' TRE STRADE";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1921";"0";"1921";"0";"1";"0";"1";"0";"2504";"0";"2504";"0";"3";"0";"3";"0";"4425";"0";"4425";"0";"0";"0";"0";"0";"0";""
"2014";" 001284 ";"VAL DELLA TORRE";"CENTRO SERVIZI";"Via Roma";"29";"0";"1";"0";"1";"0";"70";"0";"70";"0";"0";"1";"1";"0";"0";"249";"249";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"70";"249";"319";"1";"1";"1";"1";"0";"0";""
"2014";" 001280 ";"TROFARELLO";"LOMBARDINI SPA";"V TORINO";"149/A";"0";"1";"0";"1";"0";"150";"0";"150";"0";"0";"1";"1";"0";"0";"650";"650";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"150";"650";"800";"0";"0";"0";"0";"0";"0";""
"2014";" 003062 ";"DORMELLETTO";"GARDEN CENTER LAGO MAGGIORE DI ANGERETTI & C. S.n.c.";"Corso Cavour";"50";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"187";"0";"738";"925";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"187";"0";"738";"925";"0";"1";"0";"0";"0";"0";""
"2014";" 001292 ";"VENARIA REALE";"I PORTICI";"VIA LEONARDO DA VINCI";"50";"5";"11";"1";"17";"262";"996";"92";"1350";"0";"0";"1";"1";"0";"0";"498";"498";"0";"0";"0";"0";"0";"0";"0";"0";"5";"11";"2";"18";"262";"996";"590";"1848";"2";"1";"1";"1";"1";"0";""
"2014";" 002016 ";"BORGOSESIA";"IMMOBILIARE RADO S.R.L. - ""CENTRO BORGO NORD""";"VIA XXV APRILE 16 - VIALE VARALLO 15 - VIA LENOT 6";"";"0";"6";"1";"7";"0";"611";"89";"700";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"3600";"3600";"0";"6";"2";"8";"0";"611";"3689";"4300";"3";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"CARAVAN CENTER";"VIA SEMPIONE";"167";"0";"0";"1";"1";"0";"0";"145";"145";"0";"2";"0";"2";"0";"530";"0";"530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"3";"0";"530";"145";"675";"0";"0";"0";"0";"0";"0";""
"2014";" 003062 ";"DORMELLETTO";"GARDEN CENTER s.n.c.";"CORSO CAVOUR";"66";"0";"4";"0";"4";"0";"520";"0";"520";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"520";"0";"520";"0";"0";"0";"0";"0";"0";""
"2014";" 002107 ";"QUARONA";"Il PICCHIO";"REGIONE GIBELLINO";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"5";"0";"3900";"800";"4700";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"5";"0";"3900";"800";"4700";"1";"0";"0";"0";"0";"0";""
"2014";" 001292 ";"VENARIA REALE";"La Rinascente S.p.A.";"C.SO GARIBALDI";"235";"0";"14";"1";"15";"0";"1271";"60";"1331";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"3666";"9364";"13030";"0";"15";"2";"17";"0";"4937";"9424";"14361";"3";"1";"1";"1";"1";"0";""
"2014";" 003082 ";"INVORIO";"Effeti di Ferraris Elena e Tosi mario snc";"Via Vergante";"13/15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"365";"375";"740";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"365";"375";"740";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"AGOSTINI CEDIS S.R.L.";"VIA ARONCO - VIA TRIESTE";"14";"0";"3";"0";"3";"0";"266";"0";"266";"0";"0";"1";"1";"0";"0";"547";"547";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"0";"266";"547";"813";"0";"0";"0";"0";"1";"0";""
"2014";" 003016 ";"BELLINZAGO NOVARESE";"AIRONE";"VIA LIBERTA'";"231 231/F";"1";"13";"0";"14";"4";"1048";"0";"1052";"0";"1";"0";"1";"0";"400";"0";"400";"0";"0";"1";"1";"0";"0";"4500";"4500";"1";"14";"1";"16";"4";"1448";"4500";"5952";"4";"2";"1";"1";"0";"0";""
"2014";" 002031 ";"CARESANABLOT";"IN'S MERCATO SPA";"VIA VERCELLI";"26";"2";"1";"0";"3";"251";"36";"0";"287";"0";"0";"1";"1";"0";"0";"826";"826";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"4";"251";"36";"826";"1113";"1";"0";"0";"0";"0";"0";""
"2014";" 001292 ";"VENARIA REALE";"LE ALPI";"C.SO GARIBALDI";"";"1";"3";"0";"4";"48";"222";"0";"270";"0";"3";"0";"3";"0";"1509";"0";"1509";"0";"0";"0";"0";"0";"0";"0";"0";"1";"6";"0";"7";"48";"1731";"0";"1779";"1";"1";"0";"0";"0";"0";""
"2014";" 002158 ";"VERCELLI";"BENNET S.P.A.";"VIA W.MANZONE";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1520";"0";"1520";"0";"0";"1";"1";"0";"0";"4250";"4250";"0";"2";"1";"3";"0";"1520";"4250";"5770";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"COMMERCIALE SEMPIONE S.R.L.";"VIA SEMPIONE";"159";"0";"13";"0";"13";"0";"1273";"0";"1273";"0";"4";"0";"4";"0";"3270";"0";"3270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"17";"0";"4543";"0";"4543";"1";"1";"0";"0";"0";"0";""
"2014";" 003149 ";"TRECATE";"IL GIGANTE";"CORSO ITALIA S.R.11";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1472";"2498";"3970";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1472";"2498";"3970";"0";"0";"0";"0";"0";"0";""
"2014";" 001283 ";"VAIE";"LE FONTI";"VIA MARTIRI DELLA LIBERTA'";"50";"0";"5";"0";"5";"0";"216";"0";"216";"0";"1";"1";"2";"0";"192";"985";"1177";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"1";"7";"0";"408";"985";"1393";"1";"0";"1";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 5 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"2";"0";"2";"0";"286";"0";"286";"0";"6";"0";"6";"0";"1213";"0";"1213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"8";"0";"1499";"0";"1499";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"CENTRO COMMERCIALE OBIETTIVO CASA";"VIA SEMPIONE ANGOLO VIA CICOGNOLA";"SNC";"0";"1";"0";"1";"0";"3";"0";"3";"0";"2";"0";"2";"0";"1245";"0";"1245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"1248";"0";"1248";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 4 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1483";"0";"1483";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1483";"0";"1483";"0";"0";"0";"0";"0";"0";""
"2014";" 002158 ";"VERCELLI";"GS SPA";"TANGENZIALE SUD";"13";"0";"26";"0";"26";"0";"1805";"0";"1805";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"8826";"8826";"0";"26";"1";"27";"0";"1805";"8826";"10631";"1";"1";"1";"1";"0";"0";""
"2014";" 003024 ";"BORGOMANERO";"NOVACOOP SCARL";"VIA DELLA REPUBBLICA";"1";"0";"6";"1";"7";"0";"437";"38";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"6";"2";"8";"0";"437";"4538";"4975";"0";"1";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"RASO FRANCO";"VIA SEMPIONE";"150";"0";"3";"0";"3";"0";"311";"0";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"311";"0";"311";"0";"0";"0";"0";"0";"0";""
"2014";" 003024 ";"BORGOMANERO";"CARREFOUR";"VIALE KENNEDY";"51";"0";"4";"0";"4";"0";"168";"0";"168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"3000";"3000";"0";"4";"1";"5";"0";"168";"3000";"3168";"1";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"FREEDOM DI RIZZOTTI NICOLA SRL";"VIA SEMPIONE";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1250";"0";"1250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1250";"0";"1250";"0";"0";"0";"0";"0";"0";""
"2014";" 003062 ";"DORMELLETTO";"I.M.F. S.P.A.";"CORSO CAVOUR";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"336";"0";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"336";"0";"336";"0";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"SESIA CENTRE BENNET SP.A";"VIA BRIGATA ALPINA TAURINENSE";"1";"0";"12";"0";"12";"0";"1000";"0";"1000";"0";"1";"0";"1";"0";"500";"0";"500";"0";"0";"1";"1";"0";"0";"4500";"4500";"0";"13";"1";"14";"0";"1500";"4500";"6000";"1";"1";"1";"0";"0";"0";""
"2014";" 002016 ";"BORGOSESIA";"COSPE S.A.S. - ""CENTRO MONTE ROSA""";"CORSO VERCELLI";"123";"0";"3";"0";"3";"0";"386";"0";"386";"0";"0";"1";"1";"0";"0";"1868";"1868";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"0";"386";"1868";"2254";"1";"1";"0";"0";"0";"0";""
"2014";" 003049 ";"CERANO";"NOVA COOP";"VIA VISCEREI";"117";"1";"0";"0";"1";"82";"0";"0";"82";"0";"0";"1";"1";"0";"0";"1285";"1285";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"82";"0";"1285";"1367";"0";"0";"0";"0";"0";"0";""
"2014";" 002133 ";"SANTHIA'";"SVIM srl";"C.SO XXV APRILE SS 143 - SANTHIA'";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"1";"11";"0";"4767";"1495";"6262";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"1";"11";"0";"4767";"1495";"6262";"1";"0";"0";"0";"0";"0";""
"2014";" 002116 ";"ROASIO";"LE BOTTEGHE DI ROASIO - MILLENNIUM SRL";"VIA TORINO";"1/a";"0";"6";"0";"6";"0";"628";"0";"628";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"0";"628";"0";"628";"1";"1";"0";"0";"1";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"CENTRO COMMERCIALE EXPO SEMPIONE 155";"VIA SEMPIONE";"155";"0";"3";"0";"3";"0";"416";"0";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"416";"0";"416";"1";"1";"0";"0";"0";"0";""
"2014";" 003068 ";"GALLIATE";"MEDIO CENTRO COMMERCIALE";"VIA MONTE NERO";"79/81";"1";"0";"0";"1";"12";"0";"0";"12";"0";"1";"0";"1";"0";"1762";"0";"1762";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2";"12";"1762";"0";"1774";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 11 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"2";"0";"2";"0";"175";"0";"175";"0";"1";"0";"1";"0";"795";"0";"795";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"970";"0";"970";"1";"1";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"MICHELE ALFANO";"VIA NOVARA";"403";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1221";"0";"1221";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1221";"0";"1221";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 10 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"1493";"0";"1493";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"1493";"0";"1493";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"ROSE SRL";"VIA DEL LAGO";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"581";"0";"581";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"581";"0";"581";"0";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"VALSESIA CARNI";"VIA NOVARA";"372/374";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1500";"574";"2074";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"1500";"574";"2074";"0";"0";"0";"0";"0";"0";""
"2014";" 003068 ";"GALLIATE";"CENTRO COMMERCIALE IL GALLO";"VIA MONTE NERO";"38";"0";"25";"0";"25";"0";"1153";"0";"1153";"0";"1";"0";"1";"0";"350";"0";"350";"0";"0";"1";"1";"0";"0";"4497";"4497";"0";"26";"1";"27";"0";"1503";"4497";"6000";"1";"1";"0";"1";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"6";"0";"6";"0";"653";"0";"653";"0";"4";"0";"4";"0";"806";"0";"806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"0";"1459";"0";"1459";"0";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"CROCETTA";"VIA NOVARA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1484";"0";"1484";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1484";"0";"1484";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 13 PARCO COMMERCIALE URBANO DI VICOLUNGO";"PIAZZA SANTA RITA";"";"0";"1";"0";"1";"0";"146";"0";"146";"0";"3";"0";"3";"0";"1029";"0";"1029";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"1175";"0";"1175";"0";"0";"0";"0";"0";"0";""
"2014";" 003062 ";"DORMELLETTO";"L'ARCO";"CORSO CAVOUR";"70";"0";"4";"0";"4";"0";"384";"0";"384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"4";"0";"384";"0";"384";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"IMMOBILIARE OMBRINA SRL - EXPERT";"VIA DEL LAGO";"SNC";"0";"1";"0";"1";"0";"32";"0";"32";"0";"1";"0";"1";"0";"1400";"0";"1400";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1432";"0";"1432";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 9 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"3";"0";"3";"0";"304";"0";"304";"0";"3";"0";"3";"0";"633";"0";"633";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"0";"937";"0";"937";"0";"1";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 14 PARCO COMMERCIALE URBANO DI VICOLUNGO";"PIAZZA SANTA RITA";"";"0";"8";"0";"8";"0";"889";"0";"889";"0";"1";"0";"1";"0";"238";"0";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"9";"0";"1127";"0";"1127";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"VERBANO 2000";"VIA SEMPIONE";"188";"0";"3";"0";"3";"0";"345";"0";"345";"0";"2";"0";"2";"0";"767";"0";"767";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"1112";"0";"1112";"0";"0";"0";"0";"0";"0";""
"2014";" 003062 ";"DORMELLETTO";"VELA";"CORSO CAVOUR";"35";"1";"4";"0";"5";"52";"250";"0";"302";"0";"1";"0";"1";"0";"261";"0";"261";"0";"0";"1";"1";"0";"0";"2785";"2785";"1";"5";"1";"7";"52";"511";"2785";"3348";"0";"1";"1";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 1 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA S. MARTINO DI ZUSIAGNA";"";"0";"1";"0";"1";"0";"130";"0";"130";"1";"1";"0";"2";"316";"427";"0";"743";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"3";"316";"557";"0";"873";"1";"0";"0";"0";"0";"0";""
"2014";" 003130 ";"ROMAGNANO SESIA";"BENNET BUILDING 1";"VIA NOVARA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"4300";"0";"4300";"0";"2";"0";"2";"0";"4300";"0";"4300";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"B PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"1";"0";"1";"0";"132";"0";"132";"0";"5";"0";"5";"0";"1050";"0";"1050";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"0";"1182";"0";"1182";"0";"0";"0";"0";"0";"0";""
"2014";" 003043 ";"CASTELLETTO SOPRA TICINO";"HENNES";"VIA SEMPIONE";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1492";"0";"1492";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1492";"0";"1492";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C12 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"6";"0";"6";"0";"718";"0";"718";"0";"1";"0";"1";"0";"186";"0";"186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"904";"0";"904";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"F PARCOCOMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"2";"0";"2";"0";"200";"0";"200";"0";"1";"0";"1";"0";"344";"0";"344";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"544";"0";"544";"0";"0";"0";"0";"0";"0";""
"2014";" 003106 ";"NOVARA";"CENTRO COMMERCIALE SAN MARTINO";"VIA UGO PORZIO GIOVANOLA";"7";"0";"30";"0";"30";"0";"2020";"0";"2020";"0";"4";"0";"4";"0";"4220";"0";"4220";"0";"0";"1";"1";"0";"0";"5760";"5760";"0";"34";"1";"35";"0";"6240";"5760";"12000";"5";"8";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"A PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"1";"7";"0";"8";"49";"857";"0";"906";"0";"3";"0";"3";"0";"561";"0";"561";"0";"0";"0";"0";"0";"0";"0";"0";"1";"10";"0";"11";"49";"1418";"0";"1467";"1";"0";"0";"0";"0";"0";""
"2014";" 002158 ";"VERCELLI";"MARTA SRL";"TANGENZIALE OVEST";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"4741";"0";"4741";"0";"1";"0";"1";"0";"2902";"0";"2902";"0";"6";"0";"6";"0";"7643";"0";"7643";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"E PARCO COMMERICALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"1";"8";"0";"9";"110";"948";"0";"1058";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"8";"0";"9";"110";"948";"0";"1058";"0";"0";"0";"0";"0";"0";""
"2014";" 003149 ";"TRECATE";"TRECATE CENTRO";"VIA GALILEO FERRARIS";"38";"0";"7";"0";"7";"0";"585";"0";"585";"0";"0";"1";"1";"0";"0";"1915";"1915";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"1";"8";"0";"585";"1915";"2500";"0";"0";"0";"0";"0";"0";""
"2014";" 003159 ";"VICOLUNGO";"C 2 PARCO COMMERCIALE URBANO DI VICOLUNGO";"VIA SAN MARTINO DI ZUSIAGNA";"";"0";"1";"0";"1";"0";"76";"0";"76";"0";"6";"0";"6";"0";"1265";"0";"1265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"0";"1341";"0";"1341";"2";"0";"0";"0";"0";"0";""
