"","id_stazione","nome","observations","station_operation_days","avg_min_interval","sd_min_interval","max_min_interval","avg_available","avg_spaces","avg_total"
"1","00f2c0f0fac1e5e723bc87d0fd6b90f3","Vittorio Emanuele II 1",718,99.2129861111111,199.23147632312,149.466879281416,2459.4,1.66434540389972,17.9930362116992,19.6573816155989
"2","01ac11c4de440dd1b6ebe47534c269e5","Regina Margherita 1",1864,228.715324074074,176.722782546495,96.1577080123756,3366.25,7.26448497854077,4.59603004291846,11.8605150214592
"3","022da4126aa36e2f187a75fc0581eca0","Padova",1864,228.715324074074,176.722782546495,96.1363218985095,3366.25,9.70600858369099,5.12982832618026,14.8358369098712
"4","025640125a5a3b6846b558c78e65dcda","Valdocco",1866,228.715324074074,176.533369060379,96.1572296229282,3366.25,5.76312968917471,8.11254019292605,13.8756698821008
"5","033bf4115ad956b7af02f5f99f21c1d7","Galileo Ferraris 5",1864,228.715324074074,176.722782546495,96.4954207471789,3366.25,2.89484978540773,10.9307939914163,13.825643776824
"6","03bc5daeb184427e46b2f9a75c26175f","Vittorio Veneto 2",719,99.2137037037037,198.951553082986,149.003155199816,2459.41666666667,5.93045897079277,7.38664812239221,13.317107093185
"7","0445f90ecfe8259f2d8763fa03c73c14","Valentino 2",719,99.2141203703704,198.956629578118,149.115556727194,2459.41666666667,4.52573018080668,7.70792767732962,12.2336578581363
"8","059b848bf0487496d890cb92930f7e61","Montevideo",719,99.2143402777778,198.957093184979,149.223665357085,2459.41666666667,11.3588317107093,14.1863699582754,25.5452016689847
"9","05bada8db0039c68d352ad6871e5ef50","XI Febbraio",718,99.2130092592593,199.231522748375,149.198270368517,2459.4,6.77158774373259,6.38718662952646,13.1587743732591
"10","0904053b19a69a368ca1b25448ac6aa6","Vittorio Emanuele II 6",718,99.2129513888889,199.231406685237,149.590534578786,2459.4,1.86072423398329,10.0640668523677,11.924791086351
"11","098a85a8a39b9fe8acc62aff20f3e894","Ventimiglia",1864,228.7153125,176.722782546495,96.2978924020797,3366.25,8.54935622317597,6.07510729613734,14.6244635193133
"12","0a6330c43c20c909001685ddf37ca48e","Giolitti 2",1864,228.715324074074,176.722782546495,96.2166115346652,3366.25,5.48927038626609,5.69420600858369,11.1834763948498
"13","0a8605833d7a3d6ebf5895cde756b047","Dora Firenze",1864,228.715324074074,176.722782546495,96.1369476247558,3366.25,9.61427038626609,3.78809012875536,13.4023605150215
"14","0c7ddac244be98e27b3249521685e480","Corso Garibaldi",2583,328.179837962963,182.981100787198,113.3939618675,3366.25,2.46457607433217,7.13627564847077,9.60085172280294
"15","0df8838da4cf2ffe0eaf28629b902dd7","Municipio",2582,328.179907407407,183.052007487736,114.037371712308,3366.25,2.80867544539117,3.05112316034082,5.85979860573199
"16","0e2318bc0b4a9ba37e83407dbdab15e6","Paleocapa",1863,228.715324074074,176.817641796386,96.5177512483394,3366.25,5.49919484702093,8.83574879227053,14.3349436392915
"17","11c6ccc569e1b91fe1e9d238f97f4a32","Paravia",717,99.2128240740741,199.509019060902,153.314258051137,2517.95,4.16596931659693,9.2231520223152,13.3891213389121
"18","12cfe32e7bb1c6f0d1b3d84ee82d39c8","Arcivescovado",719,99.2133333333333,198.955053314789,149.193599688407,2459.41666666667,2.66759388038943,10.1043115438108,12.7719054242003
"19","13e6512cfbf9d0437198b6dcd9025752","San Maurizio",719,99.2135185185185,198.951182197497,149.086208512475,2459.41666666667,10.8108484005563,13.7176634214186,24.528511821975
"20","140c9dad0e1a4b3b2a953c532fc33051","Mauriziano 2",719,99.2140856481481,198.956560037089,149.077183351794,2459.41666666667,6.28094575799722,8.4547983310153,14.7357440890125
"21","149739218fc435b5b26799ea76b69b37","Giambone",1863,228.7153125,176.817641796386,96.1126870615303,3366.25,7.99409554482018,7.46591519055287,15.4600107353731
"22","14ec1cf2e6948f5188cb254735cbd5a2","Politecnico 4",1863,228.715324074074,176.817641796386,96.5220455567918,3366.25,3.51207729468599,10.3832528180354,13.8953301127214
"23","156382e82518f8d4213e0a5c6ced57a7","Umbria",1863,228.7153125,176.817641796386,96.415986029029,3366.25,4.54589371980676,3.26247987117552,7.80837359098229
"24","15af4cdd63c01ecaf5851e36c8faf608","Bologna",717,99.2128472222222,199.509065550907,153.190006456052,2517.65,8.09344490934449,3.85634588563459,11.9497907949791
"25","163be8fb0f20f48da88c5200c1d141b5","Ferrucci",719,99.2141319444444,198.956652758461,149.349986020148,2459.41666666667,5.73713490959666,8.17246175243394,13.9095966620306
"26","1825490441115feb4023cddf31adea7b","Consolata",1864,228.715324074074,176.722782546495,96.5201120586746,3366.25,4.24356223175966,9.62982832618026,13.8733905579399
"27","187826d93c3e51c4ddf0bba53c82dd72","Nizza 3",1863,228.7153125,176.817641796386,96.4960138705031,3366.25,6.53140096618357,4.19055287171229,10.7219538378959
"28","1916e772eb3e6c88b37a0f584da1e333","Regina Margherita 3",719,99.2140277777778,198.956444135373,149.068821958763,2459.41666666667,8.39360222531293,5.83310152990264,14.2267037552156
"29","19b8fecf43949e7983464715a42843b8","Vittorio Veneto 2",1865,228.715324074074,176.628025022341,95.9951456000821,3366.25,7.20536193029491,6.15603217158177,13.3613941018767
"30","1b05f5addeb0b7d521e473768f910fbc","Sebastopoli",1862,228.7153125,176.912602935911,96.4929961843407,3366.25,6.37540279269603,7.42642320085929,13.8018259935553
"31","1cb4aa4fa03f3436e8fffc4c83ec7b89","Tortona",104,13.6217939814815,190.335897435897,49.1084321776327,541.066666666667,0,0,0
