"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2010-2011","TORINO","PINEROLO","1 - Scuola dell'infanzia","12","38","475","467","943","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PINEROLO","2 - Scuola primaria","0","","","","","11","77","799","835","1634","0","","","","","0","","","",""
"2010-2011","TORINO","PINEROLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","5","44","523","504","1027","0","","","",""
"2010-2011","TORINO","PINEROLO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","18","231","2876","2349","5225"
"2010-2011","TORINO","PINO TORINESE","1 - Scuola dell'infanzia","3","10","114","120","234","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PINO TORINESE","2 - Scuola primaria","0","","","","","2","19","190","200","390","0","","","","","0","","","",""
"2010-2011","TORINO","PINO TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","85","95","180","0","","","",""
"2010-2011","TORINO","PIOBESI TORINESE","1 - Scuola dell'infanzia","2","5","61","53","114","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PIOBESI TORINESE","2 - Scuola primaria","0","","","","","1","10","99","85","184","0","","","","","0","","","",""
"2010-2011","TORINO","PIOBESI TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","88","81","169","0","","","",""
"2010-2011","TORINO","PIOSSASCO","1 - Scuola dell'infanzia","7","22","261","280","541","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PIOSSASCO","2 - Scuola primaria","0","","","","","4","39","437","483","920","0","","","","","0","","","",""
"2010-2011","TORINO","PIOSSASCO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","20","223","237","460","0","","","",""
"2010-2011","TORINO","PISCINA","1 - Scuola dell'infanzia","1","5","64","61","125","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PISCINA","2 - Scuola primaria","0","","","","","1","10","97","79","176","0","","","","","0","","","",""
"2010-2011","TORINO","PISCINA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","58","54","112","0","","","",""
"2010-2011","TORINO","PIVERONE","1 - Scuola dell'infanzia","1","1","16","12","28","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PIVERONE","2 - Scuola primaria","0","","","","","1","6","55","51","106","0","","","","","0","","","",""
"2010-2011","TORINO","PIVERONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","57","63","120","0","","","",""
"2010-2011","TORINO","POIRINO","1 - Scuola dell'infanzia","5","12","157","153","310","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","POIRINO","2 - Scuola primaria","0","","","","","4","27","233","241","474","0","","","","","0","","","",""
"2010-2011","TORINO","POIRINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","13","133","151","284","0","","","",""
"2010-2011","TORINO","POIRINO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","4","0","81","81"
"2010-2011","TORINO","POMARETTO","1 - Scuola dell'infanzia","1","1","14","16","30","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","POMARETTO","2 - Scuola primaria","0","","","","","1","5","27","30","57","0","","","","","0","","","",""
"2010-2011","TORINO","PONT-CANAVESE","1 - Scuola dell'infanzia","1","3","45","39","84","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PONT-CANAVESE","2 - Scuola primaria","0","","","","","1","10","83","78","161","0","","","","","0","","","",""
"2010-2011","TORINO","PONT-CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","68","70","138","0","","","",""
"2010-2011","TORINO","PORTE","1 - Scuola dell'infanzia","1","1","12","13","25","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PORTE","2 - Scuola primaria","0","","","","","1","5","16","23","39","0","","","","","0","","","",""
"2010-2011","TORINO","PRAGELATO","1 - Scuola dell'infanzia","1","1","16","11","27","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PRAGELATO","2 - Scuola primaria","0","","","","","1","5","10","11","21","0","","","","","0","","","",""
"2010-2011","TORINO","PRALI","2 - Scuola primaria","0","","","","","1","4","1","5","6","0","","","","","0","","","",""
"2010-2011","TORINO","PRALORMO","1 - Scuola dell'infanzia","1","2","33","21","54","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PRALORMO","2 - Scuola primaria","0","","","","","1","5","42","49","91","0","","","","","0","","","",""
"2010-2011","TORINO","PRALORMO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","28","20","48","0","","","",""
"2010-2011","TORINO","PRAROSTINO","1 - Scuola dell'infanzia","1","2","27","20","47","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PRAROSTINO","2 - Scuola primaria","0","","","","","1","5","28","30","58","0","","","","","0","","","",""
"2010-2011","TORINO","PRASCORSANO","1 - Scuola dell'infanzia","1","1","16","9","25","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PRASCORSANO","2 - Scuola primaria","0","","","","","1","5","25","27","52","0","","","","","0","","","",""
"2010-2011","TORINO","PRATIGLIONE","1 - Scuola dell'infanzia","1","1","12","6","18","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","PRATIGLIONE","2 - Scuola primaria","0","","","","","1","5","17","17","34","0","","","","","0","","","",""
"2010-2011","TORINO","QUASSOLO","1 - Scuola dell'infanzia","1","1","9","14","23","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","QUINCINETTO","1 - Scuola dell'infanzia","1","1","15","14","29","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","QUINCINETTO","2 - Scuola primaria","0","","","","","1","3","25","34","59","0","","","","","0","","","",""
"2010-2011","TORINO","REANO","1 - Scuola dell'infanzia","1","2","26","19","45","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","REANO","2 - Scuola primaria","0","","","","","1","5","38","47","85","0","","","","","0","","","",""
"2010-2011","TORINO","RIVALBA","1 - Scuola dell'infanzia","1","2","22","18","40","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVALBA","2 - Scuola primaria","0","","","","","1","5","36","52","88","0","","","","","0","","","",""
"2010-2011","TORINO","RIVALTA DI TORINO","1 - Scuola dell'infanzia","6","20","257","286","543","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVALTA DI TORINO","2 - Scuola primaria","0","","","","","5","42","427","431","858","0","","","","","0","","","",""
"2010-2011","TORINO","RIVALTA DI TORINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","26","290","326","616","0","","","",""
"2010-2011","TORINO","RIVA PRESSO CHIERI","1 - Scuola dell'infanzia","1","4","76","59","135","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVA PRESSO CHIERI","2 - Scuola primaria","0","","","","","1","10","113","102","215","0","","","","","0","","","",""
"2010-2011","TORINO","RIVA PRESSO CHIERI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","67","73","140","0","","","",""
"2010-2011","TORINO","RIVARA","1 - Scuola dell'infanzia","1","2","30","28","58","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVARA","2 - Scuola primaria","0","","","","","1","6","45","53","98","0","","","","","0","","","",""
"2010-2011","TORINO","RIVAROLO CANAVESE","1 - Scuola dell'infanzia","8","13","153","184","337","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVAROLO CANAVESE","2 - Scuola primaria","0","","","","","4","33","307","325","632","0","","","","","0","","","",""
"2010-2011","TORINO","RIVAROLO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","21","243","247","490","0","","","",""
"2010-2011","TORINO","RIVAROLO CANAVESE","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","3","50","424","696","1120"
"2010-2011","TORINO","RIVAROSSA","1 - Scuola dell'infanzia","1","2","22","12","34","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVAROSSA","2 - Scuola primaria","0","","","","","1","5","25","48","73","0","","","","","0","","","",""
"2010-2011","TORINO","RIVOLI","1 - Scuola dell'infanzia","16","53","696","628","1324","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RIVOLI","2 - Scuola primaria","0","","","","","16","120","1121","1173","2294","0","","","","","0","","","",""
"2010-2011","TORINO","RIVOLI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","7","71","691","769","1460","0","","","",""
"2010-2011","TORINO","RIVOLI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","10","121","1074","1287","2361"
"2010-2011","TORINO","ROBASSOMERO","1 - Scuola dell'infanzia","1","3","46","33","79","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROBASSOMERO","2 - Scuola primaria","0","","","","","1","9","78","78","156","0","","","","","0","","","",""
"2010-2011","TORINO","ROBASSOMERO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","43","40","83","0","","","",""
"2010-2011","TORINO","ROCCA CANAVESE","1 - Scuola dell'infanzia","1","2","22","31","53","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROCCA CANAVESE","2 - Scuola primaria","0","","","","","1","5","32","36","68","0","","","","","0","","","",""
"2010-2011","TORINO","ROCCA CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","41","49","90","0","","","",""
"2010-2011","TORINO","ROLETTO","1 - Scuola dell'infanzia","1","2","24","25","49","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROLETTO","2 - Scuola primaria","0","","","","","1","5","25","46","71","0","","","","","0","","","",""
"2010-2011","TORINO","ROMANO CANAVESE","1 - Scuola dell'infanzia","1","3","40","37","77","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROMANO CANAVESE","2 - Scuola primaria","0","","","","","2","9","85","56","141","0","","","","","0","","","",""
"2010-2011","TORINO","RONCO CANAVESE","2 - Scuola primaria","0","","","","","1","4","5","1","6","0","","","","","0","","","",""
"2010-2011","TORINO","RONDISSONE","1 - Scuola dell'infanzia","1","2","20","30","50","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RONDISSONE","2 - Scuola primaria","0","","","","","1","5","28","38","66","0","","","","","0","","","",""
"2010-2011","TORINO","RONDISSONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","26","39","65","0","","","",""
"2010-2011","TORINO","RORA'","2 - Scuola primaria","0","","","","","1","4","5","3","8","0","","","","","0","","","",""
"2010-2011","TORINO","ROSTA","1 - Scuola dell'infanzia","2","5","65","64","129","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROSTA","2 - Scuola primaria","0","","","","","1","12","131","130","261","0","","","","","0","","","",""
"2010-2011","TORINO","ROSTA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","49","45","94","0","","","",""
"2010-2011","TORINO","ROURE","1 - Scuola dell'infanzia","1","1","10","9","19","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","ROURE","2 - Scuola primaria","0","","","","","1","5","15","12","27","0","","","","","0","","","",""
"2010-2011","TORINO","RUBIANA","1 - Scuola dell'infanzia","1","3","30","41","71","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RUBIANA","2 - Scuola primaria","0","","","","","1","5","40","45","85","0","","","","","0","","","",""
"2010-2011","TORINO","RUEGLIO","1 - Scuola dell'infanzia","1","1","14","8","22","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","RUEGLIO","2 - Scuola primaria","0","","","","","1","5","10","23","33","0","","","","","0","","","",""
"2010-2011","TORINO","SALASSA","2 - Scuola primaria","0","","","","","1","5","40","38","78","0","","","","","0","","","",""
"2010-2011","TORINO","SALBERTRAND","1 - Scuola dell'infanzia","1","1","6","8","14","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SALBERTRAND","2 - Scuola primaria","0","","","","","1","5","18","21","39","0","","","","","0","","","",""
"2010-2011","TORINO","SAMONE","1 - Scuola dell'infanzia","1","2","36","19","55","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAMONE","2 - Scuola primaria","0","","","","","1","5","43","51","94","0","","","","","0","","","",""
"2010-2011","TORINO","SAN BENIGNO CANAVESE","1 - Scuola dell'infanzia","2","8","105","91","196","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN BENIGNO CANAVESE","2 - Scuola primaria","0","","","","","1","13","128","128","256","0","","","","","0","","","",""
"2010-2011","TORINO","SAN BENIGNO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","15","134","200","334","0","","","",""
"2010-2011","TORINO","SAN CARLO CANAVESE","1 - Scuola dell'infanzia","1","4","49","46","95","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN CARLO CANAVESE","2 - Scuola primaria","0","","","","","1","10","90","109","199","0","","","","","0","","","",""
"2010-2011","TORINO","SAN CARLO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","101","96","197","0","","","",""
"2010-2011","TORINO","SAN DIDERO","1 - Scuola dell'infanzia","1","1","12","9","21","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN DIDERO","2 - Scuola primaria","0","","","","","1","5","15","11","26","0","","","","","0","","","",""
"2010-2011","TORINO","SAN FRANCESCO AL CAMPO","1 - Scuola dell'infanzia","2","6","67","77","144","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN FRANCESCO AL CAMPO","2 - Scuola primaria","0","","","","","1","10","119","102","221","0","","","","","0","","","",""
"2010-2011","TORINO","SAN FRANCESCO AL CAMPO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","75","66","141","0","","","",""
"2010-2011","TORINO","SANGANO","1 - Scuola dell'infanzia","1","3","37","41","78","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SANGANO","2 - Scuola primaria","0","","","","","1","10","99","96","195","0","","","","","0","","","",""
"2010-2011","TORINO","SANGANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","40","40","80","0","","","",""
"2010-2011","TORINO","SANGANO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","3","46","5","51"
"2010-2011","TORINO","SAN GERMANO CHISONE","1 - Scuola dell'infanzia","1","2","33","16","49","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GERMANO CHISONE","2 - Scuola primaria","0","","","","","1","5","37","41","78","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GILLIO","1 - Scuola dell'infanzia","1","3","38","43","81","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GILLIO","2 - Scuola primaria","0","","","","","1","5","55","64","119","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GIORGIO CANAVESE","1 - Scuola dell'infanzia","1","4","46","36","82","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GIORGIO CANAVESE","2 - Scuola primaria","0","","","","","1","7","67","55","122","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GIORGIO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","81","86","167","0","","","",""
"2010-2011","TORINO","SAN GIORIO DI SUSA","1 - Scuola dell'infanzia","1","1","11","14","25","0","","","","","0","","","","","0","","","",""
"2010-2011","TORINO","SAN GIORIO DI SUSA","2 - Scuola primaria","0","","","","","1","5","21","20","41","0","","","","","0","","","",""
