"Anno";"Provincia";"CodiceIstatComune";"Comune";"DenominazioneEsercizio";"Indirizzo";"Tipologia";"SettoreMerceologico";"SuperficieDiVenditaMq";"InseritoInCC";"NuovaApertura";"Cessazione";"AmpliamentoRiduzione";"Volturazione";""
"2014";"Torino";"1191";"PINEROLO";"SNC PEDUSSIA LORENZO DI LUIGI PEDUSSIA e C.";"VIA DUCA DEGLI ABRUZZI 2";"M";"Non alimentare";"430";"NO";"0";"1";"0";"0";""
"2014";"Torino";"1217";"RIVAROLO CANAVESE";"BERTINATTI MOBILIFICIO";"VIA A. MERLO 5";"M";"Non alimentare";"309";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1217";"RIVAROLO CANAVESE";"LDD S.R.L.";"CORSO RE ARDUINO 65/67";"M";"Misto";"742";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1217";"RIVAROLO CANAVESE";"C. & C. S.R.L.";"CORSO TORINO";"M";"Non alimentare";"550";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"FOOD MARKET SNC DI BONAUDO UGO e C.";"C.SO SUSA 104";"M";"Misto";"360";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"EUROFOOD DI BONA GIOVANNI & C. S.N.C.";"VIA CESARE BATTISTI 20";"M";"Misto";"480";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1228";"ROSTA";"STILCAR S.P.A.";"CORSO MONCENISIO 48";"M";"Non alimentare";"746";"NO";"1";"0";"0";"0";""
"2014";"Torino";"1248";"SAN MAURIZIO CANAVESE";"QUATTROCCI s.r.l.";"VIA TORINO 104";"M";"Non alimentare";"656";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1254";"SAN SECONDO DI PINEROLO";"CUMIANA GOMME GROUP S.R.L.";"VIA VAL PELLICE 37";"M";"Non alimentare";"348";"NO";"1";"0";"0";"0";""
"2014";"Torino";"1257";"SANTENA";"GLORY MARKET srl";"Via  San Salva' 30";"M";"Misto";"790";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1191";"PINEROLO";"SPA IDROCENTRO";"VIA GIUSTETTO 13";"M";"Non alimentare";"287";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1214";"RIVALTA DI TORINO";"GS SPA";"VIA GIAVENO 57";"M";"Misto";"1240";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1217";"RIVAROLO CANAVESE";"BY BAUDINO S.R.L.";"VIA LEONARDO DA VINCI 2";"M";"Non alimentare";"914";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1217";"RIVAROLO CANAVESE";"MORLETTO S.R.L.";"Corso Torino 25";"M";"Non alimentare";"287";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"NUOVA LUXART DI RUSSO SAS";"C.SO FRANCIA 155";"M";"Non alimentare";"471";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"AUCHAN SPA";"CORSO SUSA 301";"G";"Misto";"5450";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1222";"ROLETTO";"STAR COLLECTIONS S.R.L.";"VIA TORINO 14";"M";"Non alimentare";"1032";"SI";"0";"1";"0";"0";""
"2014";"Torino";"1223";"ROMANO CANAVESE";"SCALISE SAS DI SIRIANNI ROSINA";"VIA SAN ISIDORO 4";"M";"Non alimentare";"355";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1223";"ROMANO CANAVESE";"C.e B. ARREDAMENTI SNC";"REGIONE POARELLO";"M";"Non alimentare";"581";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1228";"ROSTA";"SIRENA SPA";"C.SO MONCENISIO 5";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1236";"SAN BENIGNO CANAVESE";"PORTICI DI GIALLOMBARDO GIUSEPPE E C.";"STRADA DELL'ALPINA 12";"M";"Misto";"399";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1249";"SAN MAURO TORINESE";"DIMAR S.P.A.";"VIA AOSTA 16";"M";"Misto";"1584";"SI";"0";"0";"0";"1";""
"2014";"Torino";"1254";"SAN SECONDO DI PINEROLO";"CHEN HUYE";"VIA VALPELLICE 9/A";"M";"Non alimentare";"399";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1255";"SANT'AMBROGIO DI TORINO";"BEVANDE DISTRIBUZIONE SAS DI GELFIG. E C.";"VIA CASTAGNO VALERIO 5";"M";"Alimentare";"180";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1256";"SANT'ANTONINO DI SUSA";"LI.GE.A. S.p.A.";"Via Moncenisio 10";"M";"Misto";"1500";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1257";"SANTENA";"GOTTARDO S.p.A.";"VIA ASTI 45";"M";"Non alimentare";"755";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1191";"PINEROLO";"LIDL ITALIA SRL";"CORSO TORINO";"M";"Misto";"1013";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1191";"PINEROLO";"IN'S MERCATO S.P.A.";"VIA GIUSTETTO 9";"M";"Misto";"599";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1191";"PINEROLO";"LA PALLA PINEROLO S.R.L.";"VIA SALUZZO 90";"M";"Non alimentare";"625";"NO";"1";"0";"0";"0";""
"2014";"Torino";"1193";"PIOBESI TORINESE";"FERRAMENTA GERBAUDO";"VIA D. GALIMBERTI 18";"M";"Non alimentare";"455";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1213";"RIVALBA";"A.S.A. Arredamenti Artigianli SNC di Scomazzon  A. & C.";"Via Torino 31";"M";"Non alimentare";"700";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1220";"ROBASSOMERO";"PANDA MARKET S.N.C.";"Largo Vittime di Bologna 1";"M";"Misto";"380";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1222";"ROLETTO";"LUCKI DOG IL SALOTTINO SAS DI TROVATO ISABELLA";"VIA TORINO 14";"M";"Non alimentare";"354";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1191";"PINEROLO";"SRL CAFARELLI ARREDA";"VIA GIUSTETTO 67/69";"M";"Non alimentare";"625";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1214";"RIVALTA DI TORINO";"LOMBARDINI DISCOUNT SPA";"VIA RODARI 2";"M";"Misto";"708";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1214";"RIVALTA DI TORINO";"DIMO S.P.A.";"VIA TORINO 22/P";"G";"Non alimentare";"2700";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1214";"RIVALTA DI TORINO";"DS INTERNATIONAL DRUGSTORE ITALIA SRL";"VIA TORINO 22/G";"M";"Non alimentare";"665";"SI";"1";"0";"0";"0";""
"2014";"Torino";"1216";"RIVARA";"LA VOSTRA DISPENSA DI CANTONI MARICA E C. SNC";"CORSO OGLIANI 25";"M";"Misto";"185";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"NOVACOOP COOPERATIVA ARL";"VIA NIZZA 15/A";"M";"Misto";"2200";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1219";"RIVOLI";"OVS S.P.A.";"VIA NIZZA 5/A";"M";"Non alimentare";"900";"SI";"0";"0";"0";"1";""
"2014";"Torino";"1228";"ROSTA";"F.LLI AGOSTINO S.A.S.";"CORSO MONCENISIO 75";"M";"Non alimentare";"171";"SI";"1";"0";"0";"0";""
"2014";"Torino";"1244";"SAN GIORGIO CANAVESE";"MOTORBIKE CENTER DI BOIDI L. BRUNETTO L. Snc";"Strada Caluso-Ozegna 15";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1248";"SAN MAURIZIO CANAVESE";"MAXI DI SRL";"V. TORINO 36A";"M";"Misto";"795";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1256";"SANT'ANTONINO DI SUSA";"COOPERATIVA TOP LABOR S.C.";"Via Maisonetta 4";"M";"Misto";"311";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1257";"SANTENA";"BASKO SPA";"Via Asti 45";"M";"Misto";"900";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"SELF G4 DRL";"VIA LEONCAVALLO 6";"G";"Non alimentare";"6000";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"PEONIA MOBILI SRL";"VIA GIORDANO BRUNO 8";"G";"Non alimentare";"3500";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"GARAGOZZO GIUSEPPE";"VIA ROMA 63/65";"M";"Non alimentare";"409";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"BELLONE HOUSE CENTER DI BELLONE E C. SAS";"FRAZIONE TRADUERIVI 13/3";"M";"Non alimentare";"311";"NO";"0";"1";"0";"0";""
"2014";"Torino";"1270";"SUSA";"COLETTA SNC";"C.SO STATI UNITI 40";"M";"Non alimentare";"170";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"LI.GE.A. S.P.A.";"CORSO STATI UNITI 41/B";"M";"Misto";"370";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GONELLA S.R.L.";"VIA BARDONECCHIA 137/A";"M";"Non alimentare";"526";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"INTERNO 8 ARREDAMENTI SRL";"VIA PIO VII 129/B";"M";"Non alimentare";"311";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"A.D.  MOTORS SPA";"CORSO F. FERRUCCI 24/E";"M";"Non alimentare";"325";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CICOGNA CASANOVA SNC DI CICOGNA CASANOVA & C.";"CORSO MONCALIERI 21";"M";"Non alimentare";"413";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CANAVESIO S.R.L.";"VIA ALESSANDRIA 7/A";"M";"Non alimentare";"305";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ODASSO DI MANTOVANI ORNELLA E PAOLA E C. S.A.S.";"CORSO BRESCIA 19";"M";"Non alimentare";"273";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ENRICO CAMPIDONICO S.A.S.";"VIA GIUSEPPE FAGNANO 30";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"FORNENGO - S.R.L.";"LUNGO DORA NAPOLI 86/A";"M";"Non alimentare";"676";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"J.X MARKET S.R.L.";"VIA SPALATO 56/A";"M";"Non alimentare";"700";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"G.R.-GROSSMARKET RICAMBI SRL - SIGLABILE G.R. SRL";"CORSO SVIZZERA 185";"M";"Non alimentare";"320";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GRECO S.N.C.";"VIA G. BARBAROUX 2/B";"M";"Non alimentare";"365";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"LUNGO STURA LAZIO 97/A";"M";"Misto";"2337";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"VIA CHIESA DELLA SALUTE 132";"M";"Misto";"460";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"VIA STRADELLA 194/int.2";"M";"Misto";"1550";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"IN""S MERCATO S.P.A.";"VIA COURMAYEUR 1/D";"M";"Misto";"262";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"SVILUPPO DISCOUNT SPA";"VIA CENA 8";"M";"Misto";"336";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"NUOVA LATERZA SRL";"VIA REGIO PARCO 87";"M";"Non alimentare";"489";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"BIG SHOPPING SRL";"VIA PAGANINI 40";"M";"Non alimentare";"1285";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"DPS GROUP SRL";"VIA LEONCAVALLO 7/9 7/9";"M";"Non alimentare";"1485";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"ARREDAMENTI MORENA SRL";"VIA PAGANINI 54";"G";"Non alimentare";"3800";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"G.N.A. DI FAVRO CESARE  E C. SAS";"C.SO STATI UNITI 118";"M";"Misto";"170";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"IDROCENTRO SPA";"CORSO STATI UNITI 89";"M";"Non alimentare";"488";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DE SANTIS DINO";"STRADA CUORGNE"" 66/A";"M";"Non alimentare";"335";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"FOGLIZZO GIANCARLO";"VIA GIOVANNI DA VERAZZANO 27";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"NOVARA LORENZINA";"VIA S.DONATO 62/C";"M";"Non alimentare";"1000";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ROSA BEPPINO";"VIA BERNARDINO GALLIARI 27";"M";"Non alimentare";"400";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"AMIS APPARECCHI E MACCHINE IDRAULICHE SPECIALI SRL";"VIA BORGOMASINO 71";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"AUTOCITY DI NEBBIAI ANNETTA E C. S.N.C.";"VIA PIANEZZA 202";"M";"Non alimentare";"350";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"BLOCKBUSTER ITALIA S.P.A.";"CORSO DANTE 73/C";"M";"Non alimentare";"329";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"BLOCKBUSTER ITALIA S.P.A.";"PIAZZA S.RITA DA CASCIA 9/G";"M";"Non alimentare";"335";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CEMENTEDILE DI BOCCARDO LUIGI S.N.C.";"CORSO MONCALIERI 460";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CENTRO DISTRIBUZIONE SALOTTI S.R.L.";"CORSO SIRACUSA 155/A";"M";"Non alimentare";"272";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"COMINFERT COMPAGNIA INTERNAZIONALE FERRAMENTA S.R.L.";"VIA GORIZIA 40/int.15";"M";"Non alimentare";"319";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"F.LLI GOTTA S.R.L.";"CORSO VALDOCCO 15/B";"M";"Non alimentare";"300";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"F.P. SUPERCAR - S.R.L.";"STRADA GHIACCIAIE 30/A";"M";"Non alimentare";"280";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"MEMMOLA ANTONIO";"VIA CIBRARIO 16";"M";"Misto";"542";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"VIA MADAMA CRISTINA 66";"M";"Misto";"960";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"NOVA COOP SOC. COOP SRL";"VIA FANTINA 20";"M";"Misto";"1180";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"FORNITURE IDRAULICHE RIGNANESE SRL";"VIA G. FERRARIS 9";"M";"Non alimentare";"266";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"JYSK ITALIA SRL";"VIA PAGANINI 44";"M";"Non alimentare";"840";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"FILIPPINI SNC DI FILIPPINI E C.";"C.SO INGHILTERRA 35/37";"M";"Misto";"370";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"LAGUARDIA MARIA";"VIA LODI 38";"M";"Non alimentare";"368";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"AUTOCENTRO S.R.L.";"VIA G. ROSSINI 26/E";"M";"Non alimentare";"381";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CONFEZIONI GHISIO DI GHISIO GIORGIO % S.C.A.S.";"VIA TRIPOLI 34/E";"M";"Non alimentare";"276";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"NOVA COOP SOCIETA"" COOPERATIVA";"CORSO MOLISE 7/A";"M";"Misto";"1380";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"OVIESSE SPA";"VIA NICOLA FABRIZI 119/F";"M";"Non alimentare";"267";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"COOPERATIVA TOP LABOR";"VIA CIMABUE 6/P";"M";"Misto";"608";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GIROTONDO TRE S.R.L.";"CORSO G. SOMMEILLER 33/G";"M";"Non alimentare";"389";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"STOCK CASA S.N.C. DI MAROTTA GIUSEPPE & C.";"VIA FRANCESCO DE SANCTIS 126/F";"M";"Non alimentare";"306";"NO";"0";"0";"0";"1";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR";"CORSO GROSSETO 330/A";"G";"Misto";"5450";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"IMMAGINE S.R.L.";"CORSO VITTORIO EMANUELE II 68/A";"M";"Non alimentare";"374";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DAINOTTI S.A.S. DI DAINOTTI MASSIMO E C.";"VIA FREJUS 92/B";"M";"Misto";"476";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"IN""S MERCATO S.P.A.";"VIA TRIPOLI 11/C";"M";"Misto";"318";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1270";"SUSA";"LIDL ITALIA SRL";"REGIONE PRIORALE 1/A";"M";"Misto";"1195";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CAVALLARI GIUSEPPE PETRONIO";"VIA BORGOSESIA 77/A";"M";"Misto";"363";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GRASSADONIA FRANCESCO";"STRADA SETTIMO 139/nt.7";"M";"Non alimentare";"800";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"PRIOLO SRL";"VIA VAL LAGARINA 28";"M";"Non alimentare";"260";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CA.GI. S.R.L.";"VIA CERVINO 13/D";"M";"Non alimentare";"462";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CAMURATI PROFUMI - SPA";"VIA ETTORE DE SONNAZ 13/E";"M";"Non alimentare";"260";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"COSMOTO SNC DI CARELLA COSIMO E TURCO MICHELINA";"VIA L. CHERUBINI 12/B";"M";"Non alimentare";"263";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"COOPERATIVA TOP LABOR - SOCIETA' COOPERATIVA";"VIA G. BRAVIN 4/A";"M";"Misto";"490";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ETA BETA S.R.L.";"VIA PRINCIPI D""ACAJA 51/A";"M";"Non alimentare";"264";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"VIA GIOSUE"" BORSI 123/A";"M";"Misto";"590";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"BENNET SPA";"P.ZZA CADUTI SUL LAVORO 7";"M";"Misto";"2490";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"MA.GI.CA. SRL";"VIA R. PARCO 82";"M";"Non alimentare";"894";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"TRICICLO - SOCIETA"" COOPERATIVA SOCIALE SIGLABILE";"VIA G. REGALDI 7/int.11";"M";"Non alimentare";"384";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"SARLI SANDRO";"VIA VOLPIANO 28";"M";"Non alimentare";"317";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ALBERTO BOLAFFI S.R.L.";"VIA ROMA 112";"M";"Non alimentare";"310";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"ALEXANDER S.R.L.";"VIA NIZZA 149";"M";"Non alimentare";"395";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"BASIC ITALIA S.P.A";"VIA FOGGIA 42/A";"M";"Non alimentare";"2500";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"BOURSIER S.R.L.";"VIA V. ASINARI DI BERNEZZO 100/E";"M";"Non alimentare";"450";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"UNES MAXI S.P.A.";"VIA TUNISI 126/A";"M";"Misto";"598";"NO";"0";"0";"0";"1";""
"2014";"Torino";"1272";"TORINO";"CORAV DI ZIPPO NATALE E TIOZZO FERRUCCIO S.N.C.";"VIA BIONAZ 40/int.9";"M";"Non alimentare";"336";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DI VIESTO S.P.A.";"VIA G. REISS ROMOLI 130";"M";"Non alimentare";"1379";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DIMO - S.P.A.";"CORSO REGINA MARGHERITA 270/E";"M";"Non alimentare";"1100";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"LEM ART GROUP S.R.L.";"VIA S.TERESA 2/B";"M";"Non alimentare";"384";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"G E B DI BELLINO A. ROSATI PALMORINO";"PIAZZA RIVOLI 14/H";"M";"Misto";"280";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"AGENZIA MONVISO SRL";"VIA ONORATO VIGLIANI 70/A";"M";"Non alimentare";"360";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GIORGIO ARMANI RETAIL S.R.L.";"PIAZZA S.CARLO 145";"M";"Non alimentare";"292";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"MAREL S.R.L.";"VIA G. VERNAZZA 15/E";"M";"Alimentare";"279";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"IL VATE S.R.L.";"VIA MONTEVECCHIO 17";"M";"Non alimentare";"265";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"IN""S MERCATO S.P.A.";"VIA PRINCIPESSA CLOTILDE 45/A";"M";"Misto";"580";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"PINCA SNC";"VIA ASTI 12";"M";"Misto";"380";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"ANDALE SRL";"VIA SCHIAPPARELLI 29";"M";"Misto";"620";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1266";"SETTIMO VITTONE";"SGF SUPERMERCATI SRL";"VIA MONTIGLIE 5";"M";"Misto";"400";"NO";"0";"0";"0";"1";""
"2014";"Torino";"1270";"SUSA";"EREDI  GATTIGLIO E C.SAS";"VIA MONTEGRAPPA 23";"M";"Non alimentare";"200";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"MEMOLI ANGELO";"CORSO UNIONE SOVIETICA 616/A";"M";"Non alimentare";"1400";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"MOMO ARREDAMENTO DI ROBERTO MOMO E C. S.A.S.";"VIA COSSILA 2/E";"M";"Non alimentare";"539";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"BUBE SRL";"CORSO RACCONIGI 141/B";"M";"Misto";"916";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARPIGNANO S.P.A.";"CORSO LOMBARDIA 205";"M";"Non alimentare";"382";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CENTRAUTO DI ANTONUCCI PAOLO S.A.S.";"VIA A. GENOVESI 2/A";"M";"Non alimentare";"310";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR EXPRESS";"VIA C. PAVESE 27/E";"M";"Misto";"480";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DI VIESTO S.P.A.";"VIA G. REISS ROMOLI 136/A";"M";"Non alimentare";"889";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"DOMUSFORME DI BARBISIO SERAFINO S.A.S";"VIA VIBO"" 21/G";"M";"Non alimentare";"286";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"SANT""AGOSTINO";"CORSO A. TASSONI 56";"M";"Non alimentare";"500";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"GALLO DI DOGLIO GIORGINA S.N.C.";"VIA T. VALPERGA CALUSO 9";"M";"Non alimentare";"380";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR MARKET";"CORSO FILIPPO TURATI 29/D";"M";"Alimentare";"720";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CARREFOUR";"CORSO MONTE CUCCO 108";"G";"Misto";"7790";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"SCARPE E SCARPE SPA";"VIA PIER LUIGI NERVI 12/14";"M";"Non alimentare";"750";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1265";"SETTIMO TORINESE";"GEA SALVINO CUCINE SRL";"VIA GIORDANO BRUNO 10";"M";"Non alimentare";"450";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1266";"SETTIMO VITTONE";"MOBILIFICIO FALEGNAMERIA PELLEREJ";"VIA STRADA STATALE 16";"M";"Non alimentare";"186";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1269";"STRAMBINO";"NOVACOOP";"Via Circonvallazione 33";"M";"Misto";"1440";"SI";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CASTRONOVO ROSARIO";"LUNGO STURA LAZIO 211/A";"M";"Non alimentare";"306";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"CAVALLARI GIUSEPPE PETRONIO";"VIA CHATILLON 36";"M";"Misto";"399";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"I.CO.S. SPA";"STRADA CASTELLO DI MIRAFIORI 272";"M";"Non alimentare";"338";"NO";"0";"0";"0";"0";""
"2014";"Torino";"1272";"TORINO";"A.B.C. MARKET SRL";"CORSO VERCELLI 85/G";"M";"Alimentare";"507";"NO";"0";"0";"0";"0";""
