"id" "name" "lat" "long" "total_station_size" "average_dist_bus" "bus_stops" "average_dist_school" "num_schools" "num_hosp" "departments" "average_dist_hosp" "num_mall" "average_dist_mall" "numb_shops_mall" "surface_mall" "average_surface" "average_dist_sale" "num_sale" "max_surface_sale" "mean_surface_sale" "min_surface_sale" "tot_surface_sales" "average_dist_open_air_market" "num_open_air_market" "max_days_open" "min_days_open" "mean_days_open" "tot_days_open" "max_total_places" "min_total_places" "mean_total_places" "tot_total_places" "stat_zone" "TOTALE" "Totale.stranieri" "perc_stranieri"
"110" 110 "Politecnico 4" 45.063945 7.65998 15 268.976480839 11 222.904381221 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"111" 111 "Porta Nuova 1" 45.06301 7.678915 27 175.680324652 22 324.123118693 8 NA NA NA 1 61.7905921739 25 2435 2435 236.633250565 24 3260 670 259 16086 NA NA NA NA NA NA NA NA NA NA "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105
"112" 112 "Porta Nuova 2" 45.06285 7.679315 27 158.122449563 20 323.026004783 2 NA NA NA 1 59.3614407477 25 2435 2435 228.43281917 24 3260 670 259 16086 NA NA NA NA NA NA NA NA NA NA "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105
"113" 113 "Porta Palatina" 45.07395 7.664 14 276.030774843 22 NA NA NA NA NA NA NA NA NA NA 211.997347525 5 387 317 264 1586 NA NA NA NA NA NA NA NA NA NA "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613
"114" 114 "Porta Susa 1" 45.07301 7.66789 17 146.523322255 23 314.508912627 2 NA NA NA NA NA NA NA NA 236.127593585 6 387 314 263 1889 312.533350872 1 6 6 6 6 7 7 7 7 "COMANDI MILITARI" 5157 310 0.0601124684894318
"115" 115 "Porta Susa 2" 45.07344 7.668165 18 171.028884941 26 276.238371027 2 NA NA NA NA NA NA NA NA 225.727903332 6 395 328 263 1968 NA NA NA NA NA NA NA NA NA NA "COMANDI MILITARI" 5157 310 0.0601124684894318
"116" 116 "Principi d`Acaja 1" 45.07318 7.66227 15 244.303869444 8 275.137442846 4 NA NA NA NA NA NA NA NA 206.995378767 7 800 393 254 2753 NA NA NA NA NA NA NA NA NA NA "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613
"117" 117 "Principi d`Acaja 2" 45.07606 7.664295 13 258.344404593 15 NA NA NA NA NA NA NA NA NA NA 284.726152931 5 800 449 277 2248 NA NA NA NA NA NA NA NA NA NA "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613
"118" 118 "Raffaello" 45.051585 7.67832 15 259.761523618 18 213.875533139 4 NA NA NA NA NA NA NA NA 174.371713007 9 960 452 252 4075 NA NA NA NA NA NA NA NA NA NA "PIAZZA NIZZA" 10732 1552 0.144614237793515
"119" 119 "RAI" 45.06891 7.691165 15 247.983413825 24 251.055127766 10 NA NA NA NA NA NA NA NA 291.972560122 4 354 286 251 1145 334.196747024 1 6 6 6 6 131 131 131 131 "PIAZZA VITTORIO VENETO" 4699 435 0.0925728878484784
"120" 120 "Re Umberto" 45.059545 7.670615 15 259.044336378 16 85.7075935478 2 NA NA NA NA NA NA NA NA 213.862083666 4 399 335 265 1343 244.566355013 1 6 6 6 6 85 85 85 85 "PORTA NUOVA-SAN SECONDO" 6680 887 0.132784431137725
"121" 121 "Re Umberto 2" 45.05602 7.6681 15 257.488837617 17 NA NA NA NA NA NA NA NA NA NA 219.912407509 3 389 317 254 953 NA NA NA NA NA NA NA NA NA NA "OSPEDALE MAURIZIANO" 6098 455 0.0746146277468022
"122" 122 "Reggia" 45.13532 7.62569 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"123" 123 "Regina Margherita 1" 45.06957 7.705755 15 196.342369436 14 196.587659518 4 NA NA NA NA NA NA NA NA 271.270864956 4 553 361 263 1445 NA NA NA NA NA NA NA NA NA NA "GASOMETRO" 2314 495 0.213915298184961
"124" 124 "Regina Margherita 2" 45.072345 7.6972 15 277.670413996 20 293.501056691 8 NA NA NA NA NA NA NA NA 206.040485439 6 880 554 365 3325 320.607070895 2 6 6 6 12 131 66 98 197 "GASOMETRO" 2314 495 0.213915298184961
"125" 125 "Regina Margherita 3" 45.07361 7.692735 15 219.461039594 28 289.881865295 4 NA NA NA NA NA NA NA NA 238.725878291 5 880 471 355 2358 NA NA NA NA NA NA NA NA NA NA "VANCHIGLIA" 11247 1161 0.103227527340624
"126" 126 "Regina Margherita 4" 45.0746 7.690325 17 241.788935633 24 188.149442693 4 NA NA NA NA NA NA NA NA 223.505000351 3 381 370 355 1112 NA NA NA NA NA NA NA NA NA NA "BORGO DORA" 15173 5459 0.359783826533975
"127" 127 "Regio Parco" 45.076855 7.69421 14 274.831962048 16 134.848776234 6 NA NA NA NA NA NA NA NA 117.007284301 1 376 376 376 376 220.201324201 1 6 6 6 6 51 51 51 51 "ROSSINI" 6410 948 0.14789391575663
"128" 128 "Rigola" 45.12031 7.64856 10 NA NA 347.573364592 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"129" 129 "Risorgimento" 45.07965 7.65217 16 227.655947625 13 214.750657886 4 NA NA NA NA NA NA NA NA 167.54747885 4 1800 918 251 3672 190.079272484 1 6 6 6 6 160 160 160 160 "CAMPIDOGLIO" 14889 2154 0.144670562159984
"130" 130 "San Francesco da Paola" 45.068605 7.68908 15 224.181502509 14 249.869914639 12 NA NA NA NA NA NA NA NA 230.777253115 4 375 318 251 1273 295.304542059 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885
"131" 131 "San Marchese" 45.12489 7.65296 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"132" 132 "San Maurizio" 45.071935 7.69261 26 180.68052922 20 201.964183643 4 NA NA NA NA NA NA NA NA 251.787691557 5 880 559 355 2795 278.579632876 1 6 6 6 6 131 131 131 131 "VANCHIGLIA" 11247 1161 0.103227527340624
"133" 133 "Sant´Anselmo" 45.059665 7.681385 20 262.906012412 12 NA NA NA NA NA NA NA NA NA NA 251.105134708 6 400 339 259 2035 227.82935838 1 6 6 6 6 149 149 149 149 "S. SALVARIO - VALENTINO" 11518 2612 0.226775481854489
"134" 134 "Savonera" 45.11572 7.61373 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"135" 135 "Sebastopoli" 45.03977 7.660835 15 185.150885472 8 NA NA NA NA NA NA NA NA NA NA 323.537556217 2 1222 779 337 1559 NA NA NA NA NA NA NA NA NA NA "MERCATI GENERALI" 21718 2923 0.134588820333364
"136" 136 "Solferino 2" 45.0682433333333 7.67619333333333 12 216.533530446 20 298.495464582 10 NA NA NA NA NA NA NA NA 289.971692914 10 691 414 270 4147 NA NA NA NA NA NA NA NA NA NA "COMANDI MILITARI" 5157 310 0.0601124684894318
"137" 137 "Sommeiller" 45.05526 7.671755 13 223.266554879 11 NA NA NA NA NA NA NA NA NA NA 275.587191248 7 885 420 254 2946 NA NA NA NA NA NA NA NA NA NA "PORTA NUOVA-SAN SECONDO" 6680 887 0.132784431137725
"138" 138 "Spezia 1" 45.036345 7.67507 18 174.360671669 10 NA NA NA NA NA NA NA NA NA NA 347.509803415 1 270 270 270 270 129.312182913 1 6 6 6 6 114 114 114 114 "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791
"139" 139 "Stati Uniti 1" 45.064865 7.664785 15 207.317511475 13 170.32736987 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"140" 140 "Statuto 2" 45.076245 7.67166 16 220.439610395 20 210.925675474 6 NA NA NA NA NA NA NA NA 229.821406218 7 600 371 295 2603 277.760028856 1 6 6 6 6 115 115 115 115 "PIAZZA STATUTO" 8009 956 0.119365713572231
"141" 141 "Stazione F.S." 45.07894 7.57438 14 165.859884692 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"142" 142 "Stazione Ferroviaria Paradiso" 45.06829 7.59957 10 227.419417813 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"143" 143 "Torino Esposizioni" 45.050475 7.68118 15 226.327890824 12 NA NA NA NA NA NA NA NA NA NA 280.960536938 4 960 478 262 1913 NA NA NA NA NA NA NA NA NA NA "PIAZZA NIZZA" 10732 1552 0.144614237793515
"144" 144 "Tortona" 45.071645 7.707645 16 188.157543941 15 176.812079332 4 NA NA NA NA NA NA NA NA 174.318396329 5 539 379 271 1896 NA NA NA NA NA NA NA NA NA NA "VANCHIGLIETTA" 17655 1841 0.104276408949306
"145" 145 "Tribunale" 45.07084 7.66127 0 236.71312834 15 229.068071327 4 NA NA NA NA NA NA NA NA 239.104705713 4 387 327 264 1309 NA NA NA NA NA NA NA NA NA NA "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613
"146" 146 "Turati" 45.048 7.66379 15 256.950073576 18 NA NA NA NA NA NA NA NA NA NA 217.636576086 3 3037 1535 398 4607 NA NA NA NA NA NA NA NA NA NA "MERCATI GENERALI" 21718 2923 0.134588820333364
"147" 147 "Umbria" 45.08306 7.669555 8 203.062394164 11 126.975242547 1 NA NA NA NA NA NA NA NA 234.827564333 2 368 339 310 678 NA NA NA NA NA NA NA NA NA NA "TEKSID-OSPED. AMEDEO DI SAVOIA" 14085 3431 0.243592474263401
"148" 148 "Universita`" 45.06479 7.58807 14 163.79907817 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"149" 149 "Universita` 1" 45.068515 7.6944 20 244.10107979 27 151.074955135 8 NA NA NA NA NA NA NA NA 274.607193368 7 813 410 253 2871 252.457033152 2 6 6 6 12 184 131 157 315 "PIAZZA VITTORIO VENETO" 4699 435 0.0925728878484784
"150" 150 "Universita`3" 45.06758 7.69171333333333 15 220.246737874 18 226.784236473 12 NA NA NA NA NA NA NA NA 239.910653112 6 354 283 251 1700 333.906868097 2 6 6 6 12 184 11 97 195 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885
"151" 151 "Valdo Fusi" 45.064665 7.6863 15 192.580589943 14 318.411052469 2 NA NA NA 1 299.947988759 25 8424 8424 290.505736856 12 4878 898 284 10783 206.608025702 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885
"152" 152 "Valdocco" 45.07809 7.675715 15 205.923752436 15 334.527098353 4 NA NA NA NA NA NA NA NA 208.409198379 5 600 387 295 1935 NA NA NA NA NA NA NA NA NA NA "PIAZZA STATUTO" 8009 956 0.119365713572231
"153" 153 "Valdocco 2" 45.075335 7.67372 15 255.014759722 15 221.742124695 10 NA NA NA NA NA NA NA NA 240.829331729 8 472 355 295 2843 187.367893113 1 6 6 6 6 115 115 115 115 "PIAZZA STATUTO" 8009 956 0.119365713572231
"154" 154 "Valentino 1" 45.059145 7.68805 15 245.883297572 15 342.039274327 2 NA NA NA NA NA NA NA NA 277.288476101 3 1000 571 314 1714 332.438151675 1 6 6 6 6 149 149 149 149 "S. SALVARIO - VALENTINO" 11518 2612 0.226775481854489
"155" 155 "Valentino 2" 45.054875 7.68553 14 181.229163887 5 261.239302292 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "S. SALVARIO - VALENTINO" 11518 2612 0.226775481854489
"156" 156 "Ventimiglia" 45.03274 7.671595 15 212.136969012 13 198.361615025 10 NA NA NA NA NA NA NA NA 338.283292063 1 1335 1335 1335 1335 NA NA NA NA NA NA NA NA NA NA "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791
"157" 157 "Villa Claretta" 45.06171 7.58118 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"158" 158 "Vittorio Emanuele II 1" 45.067005 7.66664 20 216.977418907 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"159" 159 "Vittorio Emanuele II 2" 45.06755 7.665805 12 232.683400886 23 NA NA NA NA NA NA NA NA NA NA 342.243870315 1 316 316 316 316 345.704990096 1 6 6 6 6 7 7 7 7 "COMANDI MILITARI" 5157 310 0.0601124684894318
"160" 160 "Vittorio Emanuele II 3" 45.06454 7.67381 18 208.595485235 24 236.435045334 8 NA NA NA NA NA NA NA NA 220.831987089 5 590 406 300 2031 NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"161" 161 "Vittorio Emanuele II 4" 45.061735 7.6821 16 219.422679615 19 NA NA NA NA NA 1 272.115236004 25 2435 2435 226.052614427 18 3260 612 259 11016 NA NA NA NA NA NA NA NA NA NA "BORGO NUOVO" 5019 553 0.110181311018131
"162" 162 "Vittorio Emanuele II 5" 45.06061 7.684455 16 215.881935402 15 NA NA NA NA NA NA NA NA NA NA 241.899553133 8 594 406 304 3250 223.409096288 1 6 6 6 6 149 149 149 149 "S. SALVARIO - VALENTINO" 11518 2612 0.226775481854489
"163" 163 "Vittorio Emanuele II 6" 45.063795 7.67626 18 221.888139236 26 183.154511727 8 NA NA NA 1 249.061888356 25 2435 2435 279.442381551 13 1374 509 300 6620 NA NA NA NA NA NA NA NA NA NA "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105
"164" 164 "Vittorio Veneto 2" 45.06518 7.693675 15 228.770014835 18 197.014223117 12 NA NA NA NA NA NA NA NA 146.049663629 4 302 273 253 1095 115.6244484 1 6 6 6 6 184 184 184 184 "PIAZZA VITTORIO VENETO" 4699 435 0.0925728878484784
"165" 165 "XI Febbraio" 45.07692 7.68738 15 238.252861071 22 216.025278139 4 NA NA NA NA NA NA NA NA 346.375739007 1 316 316 316 316 240.889455124 2 6 1 3 7 970 158 564 1128 "BORGO DORA" 15173 5459 0.359783826533975
