"id" "name" "lat" "long" "total_station_size" "average_dist_bus" "bus_stops" "average_dist_school" "num_schools" "num_hosp" "departments" "average_dist_hosp" "num_mall" "average_dist_mall" "numb_shops_mall" "surface_mall" "average_surface" "average_dist_sale" "num_sale" "max_surface_sale" "mean_surface_sale" "min_surface_sale" "tot_surface_sales" "average_dist_open_air_market" "num_open_air_market" "max_days_open" "min_days_open" "mean_days_open" "tot_days_open" "max_total_places" "min_total_places" "mean_total_places" "tot_total_places" "stat_zone" "TOTALE" "Totale.stranieri" "perc_stranieri"
"61" 61 "Gran Madre" 45.06298 7.6985 12 205.008342925 20 227.727521877 2 NA NA NA NA NA NA NA NA 112.041596827 2 586 455 325 911 NA NA NA NA NA NA NA NA NA NA "PARCO MICHELOTTI-BORGO PO" 5720 449 0.0784965034965035
"62" 62 "Inghilterra 1" 45.07287 7.66574 14 202.315169592 24 NA NA NA NA NA NA NA NA NA NA 257.964616314 6 387 298 263 1793 245.615689312 1 6 6 6 6 7 7 7 7 "PORTA SUSA - NUOVO TRIBUNALE" 9849 850 0.086303177987613
"63" 63 "IV Marzo" 45.0733266666667 7.68228 23 246.769779868 10 223.746975104 2 NA NA NA NA NA NA NA NA 279.305171056 14 1200 482 316 6760 349.183313294 2 6 1 3 7 970 158 564 1128 "MUNICIPIO" 9777 1716 0.175513961337834
"64" 64 "Lagrange" 45.06344 7.68087 15 197.06761513 18 342.101078403 2 NA NA NA 2 262.970931813 50 10859 5429.5 189.390300949 29 4878 841 259 24410 NA NA NA NA NA NA NA NA NA NA "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105
"65" 65 "Largo Oropa" 45.1361 7.57636 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"66" 66 "Le Serre" 45.06313 7.57683 7 223.184871702 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"67" 67 "Lesna" 45.05863 7.62037 7 145.390835486 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"68" 68 "Leumann" 45.07233 7.56176 10 185.169718959 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"69" 69 "Lingotto Fiere" 45.03105 7.666585 22 207.859772205 8 307.972176416 8 NA NA NA 1 68.3515541424 74 12048 12048 99.1109279478 9 2900 831 390 7485 NA NA NA NA NA NA NA NA NA NA "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791
"70" 70 "Lione" 45.05993 7.65636 14 236.753852767 15 201.933207855 4 NA NA NA NA NA NA NA NA 200.261045376 2 400 400 400 800 NA NA NA NA NA NA NA NA NA NA "SAN PAOLO" 22325 4131 0.185039193729003
"71" 71 "Livorno" 45.087155 7.669775 18 118.024460588 4 NA NA NA NA NA 1 58.6997303027 37 15408 15408 112.385051614 15 6000 1044 280 15660 NA NA NA NA NA NA NA NA NA NA "TEKSID-OSPED. AMEDEO DI SAVOIA" 14085 3431 0.243592474263401
"72" 72 "Livorno 2" 45.087035 7.669265 17 114.150195209 4 NA NA NA NA NA 1 57.2459253691 37 15408 15408 113.343453478 16 6000 1010 280 16166 NA NA NA NA NA NA NA NA NA NA "TEKSID-OSPED. AMEDEO DI SAVOIA" 14085 3431 0.243592474263401
"73" 73 "Lungo Po Cadorna" 45.06549 7.69871 15 205.989945046 21 269.319434591 2 NA NA NA NA NA NA NA NA 283.789125262 4 586 386 253 1544 295.221206806 1 6 6 6 6 184 184 184 184 "PIAZZA VITTORIO VENETO" 4699 435 0.0925728878484784
"74" 74 "Lupo" 45.06566 7.57905 7 208.976823647 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"75" 75 "Madama Cristina" 45.047315 7.6758 18 212.080995954 14 92.1736126757 4 NA NA NA NA NA NA NA NA 218.317157758 9 980 446 258 4020 NA NA NA NA NA NA NA NA NA NA "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624
"76" 76 "Marconi 1" 45.05546 7.68267 13 245.793947487 11 82.6988857925 1 NA NA NA NA NA NA NA NA 275.28524951 1 481 481 481 481 NA NA NA NA NA NA NA NA NA NA "S. SALVARIO - VALENTINO" 11518 2612 0.226775481854489
"77" 77 "Maria Vittoria" 45.065135 7.692285 15 256.920877779 17 208.830846584 12 NA NA NA NA NA NA NA NA 172.984535891 5 354 289 253 1449 284.180793732 2 6 6 6 12 184 11 97 195 "PIAZZA VITTORIO VENETO" 4699 435 0.0925728878484784
"78" 78 "Matteotti 1" 45.066305 7.674805 15 221.438801845 24 183.382191007 8 NA NA NA NA NA NA NA NA 133.239231422 4 590 432 370 1731 NA NA NA NA NA NA NA NA NA NA "COMANDI MILITARI" 5157 310 0.0601124684894318
"79" 79 "Matteotti 2" 45.067975 7.67032 13 216.729928947 14 205.554032775 4 NA NA NA NA NA NA NA NA 224.79958014 3 370 315 260 946 NA NA NA NA NA NA NA NA NA NA "COMANDI MILITARI" 5157 310 0.0601124684894318
"80" 80 "Matteotti 3" 45.068805 7.66785 24 248.63338551 20 219.241804564 4 NA NA NA NA NA NA NA NA 205.534207344 2 316 288 260 576 266.27078764 1 6 6 6 6 7 7 7 7 "COMANDI MILITARI" 5157 310 0.0601124684894318
"81" 81 "Mauriziano 1" 45.05012 7.66574 14 160.16309312 12 NA NA NA NA NA NA NA NA NA NA 310.331127391 1 720 720 720 720 NA NA NA NA NA NA NA NA NA NA "OSPEDALE MAURIZIANO" 6098 455 0.0746146277468022
"82" 82 "Mauriziano 2" 45.05167 7.663495 15 209.470449227 16 331.183318442 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "OSPEDALE MAURIZIANO" 6098 455 0.0746146277468022
"83" 83 "Metro Paradiso" 45.07373 7.6018 10 110.53284832 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"84" 84 "Meucci" 45.06922 7.67609 19 208.60648436 20 88.9791037163 2 NA NA NA NA NA NA NA NA 231.331626958 8 691 422 270 3380 NA NA NA NA NA NA NA NA NA NA "COMANDI MILITARI" 5157 310 0.0601124684894318
"85" 85 "Molinette 1" 45.042325 7.67319 28 192.86805787 16 182.494989691 2 1 1 332.35549846 NA NA NA NA NA 240.628925191 6 2950 886 276 5317 NA NA NA NA NA NA NA NA NA NA "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624
"86" 86 "Molinette 2" 45.04275 7.67749 15 148.472163939 6 NA NA NA NA NA NA NA NA NA NA 204.509959055 2 1088 732 377 1465 NA NA NA NA NA NA NA NA NA NA "CORSO DANTE-PONTE ISABELLA" 14742 1827 0.123931623931624
"87" 87 "Montevideo" 45.037045 7.6517 28 217.555779371 10 252.442641199 4 NA NA NA NA NA NA NA NA 255.450418296 7 715 497 255 3480 NA NA NA NA NA NA NA NA NA NA "MERCATI GENERALI" 21718 2923 0.134588820333364
"88" 88 "Municipio" 45.07746 7.56955 8 207.699636159 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"89" 89 "Municipio" 45.09438 7.52432 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"90" 90 "Municipio" 45.1331 7.63253 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"91" 91 "Murazzi" 45.06193 7.693955 15 216.50289797 20 215.967780331 4 NA NA NA NA NA NA NA NA 304.632291161 3 1000 839 519 2519 NA NA NA NA NA NA NA NA NA NA "BORGO NUOVO" 5019 553 0.110181311018131
"92" 92 "Nizza 1" 45.057085 7.67681 20 161.567705543 7 NA NA NA NA NA NA NA NA NA NA 241.483619689 4 885 515 276 2060 NA NA NA NA NA NA NA NA NA NA "PIAZZA NIZZA" 10732 1552 0.144614237793515
"93" 93 "Nizza 2" 45.05426 7.675595 18 220.494609577 11 162.365691597 4 NA NA NA NA NA NA NA NA 211.858968031 7 885 450 252 3153 NA NA NA NA NA NA NA NA NA NA "PIAZZA NIZZA" 10732 1552 0.144614237793515
"94" 94 "Nizza 3" 45.03574 7.66866 14 233.111579995 10 268.94718135 8 NA NA NA NA NA NA NA NA 136.318385908 4 2090 1521 860 6085 NA NA NA NA NA NA NA NA NA NA "MOLINETTE-MILLEFONTI" 15183 3127 0.205954027530791
"95" 95 "O.G.R." 45.066655 7.66182 19 265.398315064 15 268.367438151 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"96" 96 "Orbassano" 45.05312 7.655695 16 192.638402358 14 311.964090316 6 NA NA NA NA NA NA NA NA 161.886418772 1 624 624 624 624 NA NA NA NA NA NA NA NA NA NA "CROCETTA" 13191 1276 0.0967326207262527
"97" 97 "Padova" 45.0791 7.698425 15 261.079594523 10 NA NA NA NA NA NA NA NA NA NA 114.338268187 2 2500 1507 514 3014 195.998216182 1 6 6 6 6 51 51 51 51 "ROSSINI" 6410 948 0.14789391575663
"98" 98 "Paleocapa" 45.064155 7.67881 17 213.923668712 23 226.569347581 8 NA NA NA 1 188.372106241 25 2435 2435 220.418630967 26 3260 673 298 17502 NA NA NA NA NA NA NA NA NA NA "P.ZZA S. CARLO-P.ZZA CARLO FELICE" 4001 375 0.0937265683579105
"99" 99 "Paravia" 45.077575 7.67035 15 157.615723819 16 145.794885347 2 NA NA NA NA NA NA NA NA 248.226852184 7 600 381 295 2669 NA NA NA NA NA NA NA NA NA NA "PIAZZA STATUTO" 8009 956 0.119365713572231
"100" 100 "Pettiti" 45.12989 7.63129 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"101" 101 "Piazza Carlina" 45.06678 7.68892 0 230.403335928 17 224.835853239 4 NA NA NA NA NA NA NA NA 247.948003021 7 375 304 251 2132 106.189711907 1 6 6 6 6 11 11 11 11 "PALAZZO CARIGNANO" 4184 305 0.0728967495219885
"102" 102 "Piazza d`Armi" 45.048125 7.65839 15 286.821670952 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "STADIO COMUNALE-PIAZZA D ARMI" 3122 236 0.0755925688661115
"103" 103 "Piazza Nizza" 45.051615 7.67435 21 198.24071388 9 293.243403253 4 NA NA NA NA NA NA NA NA 249.881973993 7 960 466 252 3264 93.6142785523 1 6 6 6 6 55 55 55 55 "CORSO LEPANTO" 3281 429 0.13075281926242
"104" 104 "Pietro Micca" 45.070515 7.682285 15 176.31192086 16 77.5055830091 2 NA NA NA NA NA NA NA NA 209.113722232 35 2033 582 292 20401 NA NA NA NA NA NA NA NA NA NA "MUNICIPIO" 9777 1716 0.175513961337834
"105" 105 "Pio VII" 45.024985 7.65212 12 220.440755872 14 216.715688005 8 NA NA NA NA NA NA NA NA 271.645779769 1 398 398 398 398 NA NA NA NA NA NA NA NA NA NA "CORSO TRAIANO" 27008 2854 0.105672393364929
"106" 106 "Pio VII 2" 45.029465 7.65476 16 239.991495282 6 273.705130521 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "CORSO TRAIANO" 27008 2854 0.105672393364929
"107" 107 "Politecnico 1" 45.062365 7.6625 20 269.318279672 14 219.664385549 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"108" 108 "Politecnico 2" 45.062295 7.663065 18 263.989809274 12 227.809074505 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
"109" 109 "Politecnico 3" 45.060735 7.661295 14 204.225611598 12 312.197210949 2 NA NA NA NA NA NA NA NA 275.628997504 3 1200 800 400 2400 NA NA NA NA NA NA NA NA NA NA "POLITECNICO" 5837 442 0.0757238307349666
