WKT_GEOM;DESCRIZION;ZONA_STATI;DENOMINAZI;MASCHI;FEMMINE;TOTALE;ANNO;COD_TIPOLO;COORD_X;COORD_Y
POLYGON ((1395241.3518 4990242.41,1395211.4609 4990185.3009,1395279.6958 4990108.3157,1395320.8688 4990061.864,1395360.617 4990017.0197,1395411.9269 4989959.1299,1395424.5678 4989947.967,1395437.2098 4989936.8037,1395510.5408 4989900.199,1395564.057 4989873.485,1395585.878 4989862.593,1395602.0038 4989887.183,1395599.503 4989888.4769,1395609.5079 4989907,1395646.324 4989961.786,1395710.2479 4990028.2319,1395715.304 4990037.621,1395842.5778 4990273.967,1395878.894 4990258.7187,1395898.1429 4990324.745,1395923.128 4990387.946,1395978.64 4990489.916,1396027.675 4990581.1239,1396064.1159 4990652.553,1396112.591 4990737.183,1396056.506 4990766.803,1395987.506 4990803.229,1395925.5408 4990835.946,1395884.0649 4990857.877,1395826.1329 4990888.474,1395772.6658 4990916.712,1395719.5419 4990944.769,1395634.152 4990989.8009,1395588.493 4990903.224,1395551.445 4990832.7658,1395500.766 4990736.387,1395447.414 4990634.922,1395400.7509 4990546.296,1395398.0689 4990541.052,1395356.202 4990461.2697,1395353.4938 4990456.008,1395350.648 4990450.6858,1395297.4879 4990349.3278,1395241.3518 4990242.41));10;10;PORTA NUOVA-SAN SECONDO;399;493;892;2013;2;1395662;4990476,5
POLYGON ((1395241.3518 4990242.41,1395211.4609 4990185.3009,1395279.6958 4990108.3157,1395320.8688 4990061.864,1395360.617 4990017.0197,1395411.9269 4989959.1299,1395424.5678 4989947.967,1395437.2098 4989936.8037,1395510.5408 4989900.199,1395564.057 4989873.485,1395585.878 4989862.593,1395602.0038 4989887.183,1395599.503 4989888.4769,1395609.5079 4989907,1395646.324 4989961.786,1395710.2479 4990028.2319,1395715.304 4990037.621,1395842.5778 4990273.967,1395878.894 4990258.7187,1395898.1429 4990324.745,1395923.128 4990387.946,1395978.64 4990489.916,1396027.675 4990581.1239,1396064.1159 4990652.553,1396112.591 4990737.183,1396056.506 4990766.803,1395987.506 4990803.229,1395925.5408 4990835.946,1395884.0649 4990857.877,1395826.1329 4990888.474,1395772.6658 4990916.712,1395719.5419 4990944.769,1395634.152 4990989.8009,1395588.493 4990903.224,1395551.445 4990832.7658,1395500.766 4990736.387,1395447.414 4990634.922,1395400.7509 4990546.296,1395398.0689 4990541.052,1395356.202 4990461.2697,1395353.4938 4990456.008,1395350.648 4990450.6858,1395297.4879 4990349.3278,1395241.3518 4990242.41));10;10;PORTA NUOVA-SAN SECONDO;388;499;887;2014;2;1395662;4990476,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;665;690;1355;2011;2;1397632,4375;4991558,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;730;700;1430;2010;2;1397632,4375;4991558,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;731;675;1406;2009;2;1397632,4375;4991558,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;645;700;1345;2012;2;1397632,4375;4991558,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;574;660;1234;2013;2;1397632,4375;4991558,5
POLYGON ((1396886.438 4992105.0268,1396891.189 4992097.2938,1396894.1229 4992092.519,1396899.8718 4992083.1617,1396937.6728 4992021.6398,1396983.817 4991955.946,1397015.763 4991910.4649,1397041.861 4991873.0548,1397118.6758 4991760.8108,1397210.665 4991625.0729,1397239.5549 4991582.309,1397252.08 4991563.7768,1397298.772 4991494.798,1397338.7779 4991435.432,1397358.564 4991406.144,1397388.577 4991361.717,1397431.8958 4991297.593,1397476.2409 4991231.951,1397528.235 4991154.9857,1397535.468 4991144.28,1397581.8108 4991075.8519,1397592.6029 4991059.7417,1397610.749 4991060.9139,1397611.452 4991060.9588,1397646.759 4991011.9857,1397693.665 4991055.877,1397761.4968 4991105.4528,1397862.8629 4991167.995,1397993.7638 4991237.478,1398155.76 4991299.9429,1398321.959 4991357.7987,1398339.073 4991363.757,1398316.2779 4991420.279,1398307.5848 4991441.832,1398288.2738 4991437.138,1398260.1869 4991438.1869,1398259.5279 4991438.212,1398216.424 4991457.5268,1398120.691 4991504.7587,1398026.851 4991549.95,1397949.3599 4991587.7138,1397839.8589 4991641.0778,1397805.1048 4991658.0148,1397776.074 4991672.1628,1397705.574 4991706.519,1397627.8918 4991744.376,1397464.4868 4991824.008,1397406.259 4991852.3848,1397346.87 4991881.3119,1397213.4768 4991945.9698,1397120.9188 4991990.8349,1396998.3149 4992050.535,1396909.1839 4992093.9479,1396886.438 4992105.0268));11;11;VANCHIGLIA;539;622;1161;2014;2;1397632,4375;4991558,5
POLYGON ((1397472.4779 4990653.9188,1397506.678 4990629.258,1397510.5038 4990625.639,1397556.199 4990555.315,1397560.1429 4990547.593,1397569.924 4990505.78,1397578.199 4990466.415,1397593.401 4990398.0657,1397595.029 4990387.746,1397595.235 4990381.1628,1397593.736 4990362.5098,1397592.5708 4990352.548,1397609.05 4990358.764,1397654.726 4990372.597,1397680.769 4990380.791,1397704 4990387.2768,1397730.698 4990389.865,1397758.529 4990388.5937,1397771.4369 4990386.365,1397787.928 4990383.4287,1397861.3278 4990370.3629,1397879.7368 4990369.0767,1397892.968 4990370.939,1397902.077 4990372.961,1397954.7298 4990385.741,1397979.182 4990388.5148,1398011.0179 4990387.8947,1398028.6928 4990386.648,1398044.7679 4990384.2878,1398083.249 4990371.9588,1398090.614 4990371.9588,1398100.03 4990375.1589,1398100.885 4990375.45,1398110.188 4990383.012,1398094.965 4990402.898,1398112.7649 4990414.1589,1398118.2098 4990414.75,1398168.5819 4990418.2998,1398182.002 4990419.655,1398191.5449 4990421.212,1398201.029 4990425.121,1398207.135 4990429.656,1398212.536 4990434.4369,1398217.405 4990439.4429,1398258.442 4990500.904,1398262.064 4990505.79,1398268.466 4990511.456,1398276.793 4990516.7357,1398300.043 4990529.5767,1398306.85 4990532.076,1398313.983 4990533.8898,1398321.9528 4990533.847,1398326.5619 4990532.9879,1398332.067 4990531.5937,1398343.334 4990527.353,1398366.941 4990516.6167,1398373.263 4990515.223,1398379.6029 4990514.04,1398387.4369 4990513.3958,1398392.7268 4990514.268,1398399.253 4990516.44,1398405.022 4990519.8059,1398411.3648 4990524.7,1398415.4698 4990529.6759,1398419.3478 4990537.154,1398421.229 4990552.3519,1398422.022 4990561.904,1398423.759 4990568.065,1398426.8478 4990574.354,1398430.8648 4990580.229,1398436.695 4990584.713,1398448.391 4990590.4978,1398479.1458 4990603.3788,1398483.1148 4990606.586,1398486.4199 4990609.6759,1398489.725 4990612.7648,1398516.522 4990642.5339,1398521.6688 4990647.785,1398542.2279 4990659.815,1398545.1 4990661.665,1398561.9428 4990672.514,1398586.6558 4990704.2319,1398591.164 4990707.44,1398607.1658 4990712.6178,1398634.401 4990721.4309,1398662.8319 4990738.3399,1398717.182 4990770.3739,1398722.125 4990772.4078,1398727.4458 4990773.3508,1398734.0678 4990773.2609,1398740.932 4990771.3629,1398759.989 4990759.7357,1398765.304 4990757.438,1398770.685 4990756.5849,1398774.6218 4990756.9128,1398780.1998 4990758.029,1398785.8859 4990761.508,1398789.7139 4990765.508,1398793.0889 4990769.656,1398797.564 4990777.2658,1398798.276 4990780.076,1398810.9909 4990830.2779,1398796.526 4990838.224,1398784.418 4990844.875,1398779.3729 4990847.826,1398726.9258 4990877.222,1398699.4968 4990887.871,1398682.2109 4990887.871,1398663.4709 4990881.399,1398660.614 4990880.222,1398616.5748 4990861.6798,1398614.25 4990865.456,1398585.7738 4990911.7138,1398584.4299 4990913.8969,1398594.1189 4990918.797,1398515.0049 4991046.734,1398466.786 4991125.0559,1398393.7819 4991243.916,1398377.7268 4991267.0729,1398374.5678 4991272.689,1398356.948 4991318.5378,1398339.073 4991363.757,1398321.959 4991357.7987,1398155.76 4991299.9429,1397993.7638 4991237.478,1397862.8629 4991167.995,1397761.4968 4991105.4528,1397693.665 4991055.877,1397646.759 4991011.9857,1397535.2609 4990901.824,1397483.939 4990850.5789,1397479.1658 4990845.8267,1397563.131 4990767.466,1397472.4779 4990653.9188));13;13;PARCO MICHELOTTI-BORGO PO;154;253;407;2011;2;1398126,25;4990858
POLYGON ((1397472.4779 4990653.9188,1397506.678 4990629.258,1397510.5038 4990625.639,1397556.199 4990555.315,1397560.1429 4990547.593,1397569.924 4990505.78,1397578.199 4990466.415,1397593.401 4990398.0657,1397595.029 4990387.746,1397595.235 4990381.1628,1397593.736 4990362.5098,1397592.5708 4990352.548,1397609.05 4990358.764,1397654.726 4990372.597,1397680.769 4990380.791,1397704 4990387.2768,1397730.698 4990389.865,1397758.529 4990388.5937,1397771.4369 4990386.365,1397787.928 4990383.4287,1397861.3278 4990370.3629,1397879.7368 4990369.0767,1397892.968 4990370.939,1397902.077 4990372.961,1397954.7298 4990385.741,1397979.182 4990388.5148,1398011.0179 4990387.8947,1398028.6928 4990386.648,1398044.7679 4990384.2878,1398083.249 4990371.9588,1398090.614 4990371.9588,1398100.03 4990375.1589,1398100.885 4990375.45,1398110.188 4990383.012,1398094.965 4990402.898,1398112.7649 4990414.1589,1398118.2098 4990414.75,1398168.5819 4990418.2998,1398182.002 4990419.655,1398191.5449 4990421.212,1398201.029 4990425.121,1398207.135 4990429.656,1398212.536 4990434.4369,1398217.405 4990439.4429,1398258.442 4990500.904,1398262.064 4990505.79,1398268.466 4990511.456,1398276.793 4990516.7357,1398300.043 4990529.5767,1398306.85 4990532.076,1398313.983 4990533.8898,1398321.9528 4990533.847,1398326.5619 4990532.9879,1398332.067 4990531.5937,1398343.334 4990527.353,1398366.941 4990516.6167,1398373.263 4990515.223,1398379.6029 4990514.04,1398387.4369 4990513.3958,1398392.7268 4990514.268,1398399.253 4990516.44,1398405.022 4990519.8059,1398411.3648 4990524.7,1398415.4698 4990529.6759,1398419.3478 4990537.154,1398421.229 4990552.3519,1398422.022 4990561.904,1398423.759 4990568.065,1398426.8478 4990574.354,1398430.8648 4990580.229,1398436.695 4990584.713,1398448.391 4990590.4978,1398479.1458 4990603.3788,1398483.1148 4990606.586,1398486.4199 4990609.6759,1398489.725 4990612.7648,1398516.522 4990642.5339,1398521.6688 4990647.785,1398542.2279 4990659.815,1398545.1 4990661.665,1398561.9428 4990672.514,1398586.6558 4990704.2319,1398591.164 4990707.44,1398607.1658 4990712.6178,1398634.401 4990721.4309,1398662.8319 4990738.3399,1398717.182 4990770.3739,1398722.125 4990772.4078,1398727.4458 4990773.3508,1398734.0678 4990773.2609,1398740.932 4990771.3629,1398759.989 4990759.7357,1398765.304 4990757.438,1398770.685 4990756.5849,1398774.6218 4990756.9128,1398780.1998 4990758.029,1398785.8859 4990761.508,1398789.7139 4990765.508,1398793.0889 4990769.656,1398797.564 4990777.2658,1398798.276 4990780.076,1398810.9909 4990830.2779,1398796.526 4990838.224,1398784.418 4990844.875,1398779.3729 4990847.826,1398726.9258 4990877.222,1398699.4968 4990887.871,1398682.2109 4990887.871,1398663.4709 4990881.399,1398660.614 4990880.222,1398616.5748 4990861.6798,1398614.25 4990865.456,1398585.7738 4990911.7138,1398584.4299 4990913.8969,1398594.1189 4990918.797,1398515.0049 4991046.734,1398466.786 4991125.0559,1398393.7819 4991243.916,1398377.7268 4991267.0729,1398374.5678 4991272.689,1398356.948 4991318.5378,1398339.073 4991363.757,1398321.959 4991357.7987,1398155.76 4991299.9429,1397993.7638 4991237.478,1397862.8629 4991167.995,1397761.4968 4991105.4528,1397693.665 4991055.877,1397646.759 4991011.9857,1397535.2609 4990901.824,1397483.939 4990850.5789,1397479.1658 4990845.8267,1397563.131 4990767.466,1397472.4779 4990653.9188));13;13;PARCO MICHELOTTI-BORGO PO;150;235;385;2010;2;1398126,25;4990858
POLYGON ((1397472.4779 4990653.9188,1397506.678 4990629.258,1397510.5038 4990625.639,1397556.199 4990555.315,1397560.1429 4990547.593,1397569.924 4990505.78,1397578.199 4990466.415,1397593.401 4990398.0657,1397595.029 4990387.746,1397595.235 4990381.1628,1397593.736 4990362.5098,1397592.5708 4990352.548,1397609.05 4990358.764,1397654.726 4990372.597,1397680.769 4990380.791,1397704 4990387.2768,1397730.698 4990389.865,1397758.529 4990388.5937,1397771.4369 4990386.365,1397787.928 4990383.4287,1397861.3278 4990370.3629,1397879.7368 4990369.0767,1397892.968 4990370.939,1397902.077 4990372.961,1397954.7298 4990385.741,1397979.182 4990388.5148,1398011.0179 4990387.8947,1398028.6928 4990386.648,1398044.7679 4990384.2878,1398083.249 4990371.9588,1398090.614 4990371.9588,1398100.03 4990375.1589,1398100.885 4990375.45,1398110.188 4990383.012,1398094.965 4990402.898,1398112.7649 4990414.1589,1398118.2098 4990414.75,1398168.5819 4990418.2998,1398182.002 4990419.655,1398191.5449 4990421.212,1398201.029 4990425.121,1398207.135 4990429.656,1398212.536 4990434.4369,1398217.405 4990439.4429,1398258.442 4990500.904,1398262.064 4990505.79,1398268.466 4990511.456,1398276.793 4990516.7357,1398300.043 4990529.5767,1398306.85 4990532.076,1398313.983 4990533.8898,1398321.9528 4990533.847,1398326.5619 4990532.9879,1398332.067 4990531.5937,1398343.334 4990527.353,1398366.941 4990516.6167,1398373.263 4990515.223,1398379.6029 4990514.04,1398387.4369 4990513.3958,1398392.7268 4990514.268,1398399.253 4990516.44,1398405.022 4990519.8059,1398411.3648 4990524.7,1398415.4698 4990529.6759,1398419.3478 4990537.154,1398421.229 4990552.3519,1398422.022 4990561.904,1398423.759 4990568.065,1398426.8478 4990574.354,1398430.8648 4990580.229,1398436.695 4990584.713,1398448.391 4990590.4978,1398479.1458 4990603.3788,1398483.1148 4990606.586,1398486.4199 4990609.6759,1398489.725 4990612.7648,1398516.522 4990642.5339,1398521.6688 4990647.785,1398542.2279 4990659.815,1398545.1 4990661.665,1398561.9428 4990672.514,1398586.6558 4990704.2319,1398591.164 4990707.44,1398607.1658 4990712.6178,1398634.401 4990721.4309,1398662.8319 4990738.3399,1398717.182 4990770.3739,1398722.125 4990772.4078,1398727.4458 4990773.3508,1398734.0678 4990773.2609,1398740.932 4990771.3629,1398759.989 4990759.7357,1398765.304 4990757.438,1398770.685 4990756.5849,1398774.6218 4990756.9128,1398780.1998 4990758.029,1398785.8859 4990761.508,1398789.7139 4990765.508,1398793.0889 4990769.656,1398797.564 4990777.2658,1398798.276 4990780.076,1398810.9909 4990830.2779,1398796.526 4990838.224,1398784.418 4990844.875,1398779.3729 4990847.826,1398726.9258 4990877.222,1398699.4968 4990887.871,1398682.2109 4990887.871,1398663.4709 4990881.399,1398660.614 4990880.222,1398616.5748 4990861.6798,1398614.25 4990865.456,1398585.7738 4990911.7138,1398584.4299 4990913.8969,1398594.1189 4990918.797,1398515.0049 4991046.734,1398466.786 4991125.0559,1398393.7819 4991243.916,1398377.7268 4991267.0729,1398374.5678 4991272.689,1398356.948 4991318.5378,1398339.073 4991363.757,1398321.959 4991357.7987,1398155.76 4991299.9429,1397993.7638 4991237.478,1397862.8629 4991167.995,1397761.4968 4991105.4528,1397693.665 4991055.877,1397646.759 4991011.9857,1397535.2609 4990901.824,1397483.939 4990850.5789,1397479.1658 4990845.8267,1397563.131 4990767.466,1397472.4779 4990653.9188));13;13;PARCO MICHELOTTI-BORGO PO;147;217;364;2009;2;1398126,25;4990858
POLYGON ((1397472.4779 4990653.9188,1397506.678 4990629.258,1397510.5038 4990625.639,1397556.199 4990555.315,1397560.1429 4990547.593,1397569.924 4990505.78,1397578.199 4990466.415,1397593.401 4990398.0657,1397595.029 4990387.746,1397595.235 4990381.1628,1397593.736 4990362.5098,1397592.5708 4990352.548,1397609.05 4990358.764,1397654.726 4990372.597,1397680.769 4990380.791,1397704 4990387.2768,1397730.698 4990389.865,1397758.529 4990388.5937,1397771.4369 4990386.365,1397787.928 4990383.4287,1397861.3278 4990370.3629,1397879.7368 4990369.0767,1397892.968 4990370.939,1397902.077 4990372.961,1397954.7298 4990385.741,1397979.182 4990388.5148,1398011.0179 4990387.8947,1398028.6928 4990386.648,1398044.7679 4990384.2878,1398083.249 4990371.9588,1398090.614 4990371.9588,1398100.03 4990375.1589,1398100.885 4990375.45,1398110.188 4990383.012,1398094.965 4990402.898,1398112.7649 4990414.1589,1398118.2098 4990414.75,1398168.5819 4990418.2998,1398182.002 4990419.655,1398191.5449 4990421.212,1398201.029 4990425.121,1398207.135 4990429.656,1398212.536 4990434.4369,1398217.405 4990439.4429,1398258.442 4990500.904,1398262.064 4990505.79,1398268.466 4990511.456,1398276.793 4990516.7357,1398300.043 4990529.5767,1398306.85 4990532.076,1398313.983 4990533.8898,1398321.9528 4990533.847,1398326.5619 4990532.9879,1398332.067 4990531.5937,1398343.334 4990527.353,1398366.941 4990516.6167,1398373.263 4990515.223,1398379.6029 4990514.04,1398387.4369 4990513.3958,1398392.7268 4990514.268,1398399.253 4990516.44,1398405.022 4990519.8059,1398411.3648 4990524.7,1398415.4698 4990529.6759,1398419.3478 4990537.154,1398421.229 4990552.3519,1398422.022 4990561.904,1398423.759 4990568.065,1398426.8478 4990574.354,1398430.8648 4990580.229,1398436.695 4990584.713,1398448.391 4990590.4978,1398479.1458 4990603.3788,1398483.1148 4990606.586,1398486.4199 4990609.6759,1398489.725 4990612.7648,1398516.522 4990642.5339,1398521.6688 4990647.785,1398542.2279 4990659.815,1398545.1 4990661.665,1398561.9428 4990672.514,1398586.6558 4990704.2319,1398591.164 4990707.44,1398607.1658 4990712.6178,1398634.401 4990721.4309,1398662.8319 4990738.3399,1398717.182 4990770.3739,1398722.125 4990772.4078,1398727.4458 4990773.3508,1398734.0678 4990773.2609,1398740.932 4990771.3629,1398759.989 4990759.7357,1398765.304 4990757.438,1398770.685 4990756.5849,1398774.6218 4990756.9128,1398780.1998 4990758.029,1398785.8859 4990761.508,1398789.7139 4990765.508,1398793.0889 4990769.656,1398797.564 4990777.2658,1398798.276 4990780.076,1398810.9909 4990830.2779,1398796.526 4990838.224,1398784.418 4990844.875,1398779.3729 4990847.826,1398726.9258 4990877.222,1398699.4968 4990887.871,1398682.2109 4990887.871,1398663.4709 4990881.399,1398660.614 4990880.222,1398616.5748 4990861.6798,1398614.25 4990865.456,1398585.7738 4990911.7138,1398584.4299 4990913.8969,1398594.1189 4990918.797,1398515.0049 4991046.734,1398466.786 4991125.0559,1398393.7819 4991243.916,1398377.7268 4991267.0729,1398374.5678 4991272.689,1398356.948 4991318.5378,1398339.073 4991363.757,1398321.959 4991357.7987,1398155.76 4991299.9429,1397993.7638 4991237.478,1397862.8629 4991167.995,1397761.4968 4991105.4528,1397693.665 4991055.877,1397646.759 4991011.9857,1397535.2609 4990901.824,1397483.939 4990850.5789,1397479.1658 4990845.8267,1397563.131 4990767.466,1397472.4779 4990653.9188));13;13;PARCO MICHELOTTI-BORGO PO;173;282;455;2012;2;1398126,25;4990858
